study_name,process,subgroup,n,species,intercept,slope,process_group,subgroup_group,n_group
elsa,gait,male,"3,090",height,"  0.00(0.00),$p$<.01","  0.00(0.00),$p$=.66",gait,male,"3,090"
elsa,gait,male,"3,090",smoking," -0.04(0.01),$p$<.01","  0.00(0.00),$p$=.83",gait,male,"3,090"
elsa,gait,male,"3,090",cardio," -0.06(0.01),$p$<.01"," -0.00(0.00),$p$=.71",gait,male,"3,090"
elsa,gait,male,"3,090",diabetes," -0.06(0.02),$p$<.01"," -0.00(0.00),$p$=.78",gait,male,"3,090"
elsa,grip,female,"3,511",intercept," 20.25(0.18),$p$<.01"," -0.29(0.02),$p$<.01",grip,female,"3,511"
elsa,grip,female,"3,511",age,"--,$p$=  ----","--,$p$=  ----",grip,female,"3,511"
elsa,grip,female,"3,511",education,"  0.99(0.19),$p$<.01"," -0.01(0.02),$p$=.46",grip,female,"3,511"
elsa,grip,female,"3,511",height,"  0.21(0.01),$p$<.01"," -0.00(0.00),$p$=.05",grip,female,"3,511"
elsa,grip,female,"3,511",smoking," -0.17(0.17),$p$=.32","  0.00(0.02),$p$=.95",grip,female,"3,511"
elsa,grip,female,"3,511",cardio," -1.54(0.34),$p$<.01","  0.06(0.04),$p$=.13",grip,female,"3,511"
elsa,grip,female,"3,511",diabetes," -1.42(0.40),$p$<.01","  0.00(0.04),$p$=.91",grip,female,"3,511"
elsa,grip,male,"3,091",intercept," 34.27(0.33),$p$<.01"," -0.45(0.04),$p$<.01",grip,male,"3,091"
elsa,grip,male,"3,091",age,"--,$p$=  ----","--,$p$=  ----",grip,male,"3,091"
elsa,grip,male,"3,091",education,"  1.26(0.30),$p$<.01"," -0.03(0.03),$p$=.36",grip,male,"3,091"
elsa,grip,male,"3,091",height,"  0.29(0.02),$p$<.01","  0.00(0.00),$p$=.55",grip,male,"3,091"
elsa,grip,male,"3,091",smoking," -0.38(0.29),$p$=.20"," -0.01(0.03),$p$=.75",grip,male,"3,091"
elsa,grip,male,"3,091",cardio," -0.33(0.39),$p$=.39"," -0.13(0.04),$p$<.01",grip,male,"3,091"
elsa,grip,male,"3,091",diabetes," -2.04(0.50),$p$<.01"," -0.16(0.05),$p$<.01",grip,male,"3,091"
elsa,word_de,female,"3,511",intercept,"  3.89(0.06),$p$<.01"," -0.04(0.01),$p$<.01",word_de,female,"3,511"
elsa,word_de,female,"3,511",age,"--,$p$=  ----","--,$p$=  ----",word_de,female,"3,511"
elsa,word_de,female,"3,511",education,"  1.00(0.07),$p$<.01"," -0.00(0.01),$p$=.56",word_de,female,"3,511"
elsa,word_de,female,"3,511",height,"  0.02(0.00),$p$<.01","  0.00(0.00),$p$=.71",word_de,female,"3,511"
elsa,word_de,female,"3,511",smoking," -0.21(0.06),$p$<.01","  0.01(0.01),$p$=.05",word_de,female,"3,511"
elsa,word_de,female,"3,511",cardio," -0.12(0.12),$p$=.32"," -0.01(0.01),$p$=.55",word_de,female,"3,511"
elsa,word_de,female,"3,511",diabetes," -0.38(0.16),$p$=.02","  0.01(0.02),$p$=.63",word_de,female,"3,511"
elsa,word_de,male,"3,091",intercept,"  3.27(0.08),$p$<.01","  0.00(0.01),$p$=.61",word_de,male,"3,091"
elsa,word_de,male,"3,091",age,"--,$p$=  ----","--,$p$=  ----",word_de,male,"3,091"
elsa,word_de,male,"3,091",education,"  0.92(0.07),$p$<.01"," -0.01(0.01),$p$=.18",word_de,male,"3,091"
elsa,word_de,male,"3,091",height,"  0.02(0.00),$p$<.01","  0.00(0.00),$p$=.96",word_de,male,"3,091"
elsa,word_de,male,"3,091",smoking,"  0.02(0.07),$p$=.71"," -0.02(0.01),$p$=.02",word_de,male,"3,091"
elsa,word_de,male,"3,091",cardio," -0.06(0.10),$p$=.52"," -0.03(0.01),$p$=.03",word_de,male,"3,091"
elsa,word_de,male,"3,091",diabetes," -0.28(0.11),$p$=.01"," -0.01(0.02),$p$=.40",word_de,male,"3,091"
elsa,word_im,female,"3,511",intercept,"  5.29(0.05),$p$<.01"," -0.04(0.01),$p$<.01",word_im,female,"3,511"
elsa,word_im,female,"3,511",age,"--,$p$=  ----","--,$p$=  ----",word_im,female,"3,511"
elsa,word_im,female,"3,511",education,"  0.73(0.06),$p$<.01","  0.01(0.01),$p$=.08",word_im,female,"3,511"
elsa,word_im,female,"3,511",height,"  0.01(0.00),$p$=.05","  0.00(0.00),$p$=.26",word_im,female,"3,511"
elsa,word_im,female,"3,511",smoking," -0.04(0.05),$p$=.49"," -0.00(0.01),$p$=.58",word_im,female,"3,511"
elsa,word_im,female,"3,511",cardio," -0.20(0.10),$p$=.05","  0.00(0.01),$p$=.78",word_im,female,"3,511"
elsa,word_im,female,"3,511",diabetes," -0.33(0.14),$p$=.02","  0.01(0.02),$p$=.57",word_im,female,"3,511"
elsa,word_im,male,"3,091",intercept,"  4.87(0.07),$p$<.01"," -0.03(0.01),$p$<.01",word_im,male,"3,091"
elsa,word_im,male,"3,091",age,"--,$p$=  ----","--,$p$=  ----",word_im,male,"3,091"
elsa,word_im,male,"3,091",education,"  0.76(0.06),$p$<.01"," -0.00(0.01),$p$=.95",word_im,male,"3,091"
elsa,word_im,male,"3,091",height,"  0.01(0.00),$p$<.01","  0.00(0.00),$p$=.10",word_im,male,"3,091"
elsa,word_im,male,"3,091",smoking," -0.00(0.06),$p$=.95"," -0.02(0.01),$p$=.04",word_im,male,"3,091"
elsa,word_im,male,"3,091",cardio," -0.16(0.09),$p$=.07"," -0.01(0.01),$p$=.66",word_im,male,"3,091"
elsa,word_im,male,"3,091",diabetes," -0.10(0.10),$p$=.32"," -0.01(0.02),$p$=.51",word_im,male,"3,091"
hrs,gait,female,370,intercept,"  0.79(0.02),$p$<.01"," -0.03(0.00),$p$<.01",gait,female,370
hrs,gait,female,370,age," -0.01(0.00),$p$<.01"," -0.00(0.00),$p$<.01",gait,female,370
hrs,gait,female,370,education,"  0.01(0.00),$p$<.01","  0.00(0.00),$p$=.06",gait,female,370
hrs,gait,female,370,height,"  0.16(0.19),$p$=.38"," -0.04(0.04),$p$=.39",gait,female,370
hrs,gait,female,370,smoking," -0.04(0.04),$p$=.29","  0.00(0.01),$p$=.75",gait,female,370
hrs,gait,female,370,cardio," -0.03(0.02),$p$=.16","  0.00(0.00),$p$=.89",gait,female,370
hrs,gait,female,370,diabetes," -0.06(0.03),$p$=.02","  0.00(0.01),$p$=.99",gait,female,370
hrs,gait,male,318,intercept,"  0.86(0.04),$p$<.01"," -0.02(0.01),$p$=.02",gait,male,318
hrs,gait,male,318,age," -0.01(0.00),$p$<.01"," -0.00(0.00),$p$=.11",gait,male,318
hrs,gait,male,318,education,"  0.01(0.00),$p$=.03","  0.00(0.00),$p$=.15",gait,male,318
hrs,gait,male,318,height,"  0.12(0.15),$p$=.45"," -0.02(0.05),$p$=.72",gait,male,318
hrs,gait,male,318,smoking," -0.06(0.05),$p$=.18","  0.02(0.01),$p$=.04",gait,male,318
hrs,gait,male,318,cardio," -0.01(0.02),$p$=.55"," -0.00(0.01),$p$=.63",gait,male,318
hrs,gait,male,318,diabetes," -0.07(0.03),$p$=.02"," -0.01(0.01),$p$=.22",gait,male,318
hrs,grip,female,641,intercept," 23.63(0.89),$p$<.01"," -0.25(0.19),$p$=.19",grip,female,641
hrs,grip,female,641,age," -0.29(0.07),$p$<.01","  0.00(0.01),$p$=.95",grip,female,641
hrs,grip,female,641,education,"  0.22(0.18),$p$=.23"," -0.05(0.04),$p$=.17",grip,female,641
hrs,grip,female,641,height,"  9.90(6.14),$p$=.11","  1.83(1.28),$p$=.15",grip,female,641
hrs,grip,female,641,smoking," -1.99(1.07),$p$=.06","  0.11(0.22),$p$=.62",grip,female,641
hrs,grip,female,641,cardio," -1.77(0.74),$p$=.02"," -0.03(0.16),$p$=.87",grip,female,641
hrs,grip,female,641,diabetes," -1.13(0.70),$p$=.10","  0.03(0.15),$p$=.83",grip,female,641
hrs,grip,male,507,intercept," 35.24(1.12),$p$<.01"," -0.56(0.23),$p$=.02",grip,male,507
hrs,grip,male,507,age," -0.51(0.05),$p$<.01"," -0.01(0.01),$p$=.20",grip,male,507
hrs,grip,male,507,education,"  0.01(0.14),$p$=.95"," -0.02(0.03),$p$=.55",grip,male,507
hrs,grip,male,507,height," 25.64(4.96),$p$<.01"," -0.77(1.01),$p$=.45",grip,male,507
hrs,grip,male,507,smoking,"  1.06(2.86),$p$=.71"," -0.58(0.54),$p$=.27",grip,male,507
hrs,grip,male,507,cardio,"  0.23(0.89),$p$=.80"," -0.04(0.17),$p$=.80",grip,male,507
hrs,grip,male,507,diabetes," -2.04(0.80),$p$=.01"," -0.20(0.19),$p$=.29",grip,male,507
hrs,pef,female,715,intercept,"256.75(6.16),$p$<.01"," -2.13(1.28),$p$=.10",pef,female,715
hrs,pef,female,715,age," -3.83(0.24),$p$<.01"," -0.26(0.04),$p$<.01",pef,female,715
hrs,pef,female,715,education,"  4.31(0.90),$p$<.01"," -0.07(0.19),$p$=.73",pef,female,715
hrs,pef,female,715,height,"100.52(45.84),$p$=.03","  4.95(7.14),$p$=.49",pef,female,715
hrs,pef,female,715,smoking,"-47.12(8.79),$p$<.01","  0.68(1.68),$p$=.68",pef,female,715
hrs,pef,female,715,cardio," -9.67(6.63),$p$=.15"," -0.59(1.26),$p$=.64",pef,female,715
hrs,pef,female,715,diabetes,"  7.60(7.00),$p$=.28"," -1.39(1.27),$p$=.28",pef,female,715
hrs,pef,male,535,intercept,"339.33(14.46),$p$<.01"," -5.79(2.66),$p$=.03",pef,male,535
hrs,pef,male,535,age," -4.54(0.48),$p$<.01"," -0.33(0.08),$p$<.01",pef,male,535
hrs,pef,male,535,education,"  7.08(1.41),$p$<.01"," -0.01(0.27),$p$=.96",pef,male,535
hrs,pef,male,535,height,"198.80(63.02),$p$<.01"," 13.86(9.88),$p$=.16",pef,male,535
hrs,pef,male,535,smoking,"-56.14(15.15),$p$<.01"," -0.22(2.10),$p$=.92",pef,male,535
hrs,pef,male,535,cardio,"  2.28(10.49),$p$=.83"," -3.68(1.61),$p$=.02",pef,male,535
hrs,pef,male,535,diabetes," -3.58(12.00),$p$=.76"," -1.13(2.11),$p$=.59",pef,male,535
hrs,serial7,female,641,intercept,"  2.24(0.15),$p$<.01"," -0.07(0.02),$p$<.01",serial7,female,641
hrs,serial7,female,641,age," -0.00(0.01),$p$=.58"," -0.01(0.00),$p$<.01",serial7,female,641
hrs,serial7,female,641,education,"  0.23(0.02),$p$<.01"," -0.01(0.00),$p$<.01",serial7,female,641
hrs,serial7,female,641,height,"  0.93(0.97),$p$=.40","  0.17(0.13),$p$=.17",serial7,female,641
hrs,serial7,female,641,smoking,"  0.34(0.18),$p$=.08"," -0.10(0.03),$p$<.01",serial7,female,641
hrs,serial7,female,641,cardio," -0.21(0.16),$p$=.15"," -0.03(0.02),$p$=.26",serial7,female,641
hrs,serial7,female,641,diabetes,"  0.20(0.17),$p$=.22"," -0.04(0.03),$p$=.15",serial7,female,641
hrs,serial7,male,507,intercept,"  3.14(0.22),$p$<.01"," -0.18(0.04),$p$<.01",serial7,male,507
hrs,serial7,male,507,age,"  0.01(0.01),$p$=.12"," -0.01(0.00),$p$<.01",serial7,male,507
hrs,serial7,male,507,education,"  0.15(0.02),$p$<.01"," -0.00(0.00),$p$=.11",serial7,male,507
hrs,serial7,male,507,height,"  0.68(0.85),$p$=.51","  0.28(0.16),$p$=.09",serial7,male,507
hrs,serial7,male,507,smoking,"  0.14(0.17),$p$=.43"," -0.10(0.03),$p$<.01",serial7,male,507
hrs,serial7,male,507,cardio," -0.10(0.14),$p$=.45"," -0.01(0.03),$p$=.85",serial7,male,507
hrs,serial7,male,507,diabetes," -0.01(0.16),$p$=.72"," -0.05(0.03),$p$=.10",serial7,male,507
hrs,tics,female,641,intercept,"  8.08(0.25),$p$<.01"," -0.08(0.04),$p$=.01",tics,female,641
hrs,tics,female,641,age,"  0.04(0.01),$p$<.01","  0.01(0.00),$p$<.01",tics,female,641
hrs,tics,female,641,education,"  0.15(0.03),$p$<.01"," -0.01(0.01),$p$=.05",tics,female,641
hrs,tics,female,641,height,"  0.85(1.12),$p$=.48","  0.11(0.25),$p$=.67",tics,female,641
hrs,tics,female,641,smoking,"  0.82(0.32),$p$=.01"," -0.22(0.07),$p$<.01",tics,female,641
hrs,tics,female,641,cardio," -0.28(0.19),$p$=.14"," -0.01(0.04),$p$=.71",tics,female,641
hrs,tics,female,641,diabetes,"  0.06(0.19),$p$=.61","  0.05(0.04),$p$=.19",tics,female,641
hrs,tics,male,507,intercept,"  8.74(0.23),$p$<.01"," -0.18(0.05),$p$<.01",tics,male,507
hrs,tics,male,507,age,"  0.02(0.01),$p$=.02","  0.02(0.00),$p$<.01",tics,male,507
hrs,tics,male,507,education,"  0.09(0.02),$p$<.01"," -0.01(0.00),$p$=.05",tics,male,507
hrs,tics,male,507,height,"  0.60(0.67),$p$=.33","  0.18(0.21),$p$=.40",tics,male,507
hrs,tics,male,507,smoking,"  0.07(0.21),$p$=.67"," -0.27(0.06),$p$<.01",tics,male,507
hrs,tics,male,507,cardio,"  0.06(0.10),$p$=.56","  0.00(0.03),$p$=.88",tics,male,507
hrs,tics,male,507,diabetes,"  0.01(0.11),$p$=.58"," -0.04(0.04),$p$=.27",tics,male,507
hrs,word_de,female,641,intercept,"  3.69(0.14),$p$<.01"," -0.03(0.02),$p$=.17",word_de,female,641
hrs,word_de,female,641,age," -0.07(0.01),$p$<.01"," -0.01(0.00),$p$<.01",word_de,female,641
hrs,word_de,female,641,education,"  0.15(0.02),$p$<.01"," -0.01(0.00),$p$=.03",word_de,female,641
hrs,word_de,female,641,height,"  0.63(0.98),$p$=.46","  0.07(0.17),$p$=.60",word_de,female,641
hrs,word_de,female,641,smoking,"  0.20(0.19),$p$=.28"," -0.09(0.03),$p$<.01",word_de,female,641
hrs,word_de,female,641,cardio," -0.29(0.16),$p$=.06"," -0.00(0.03),$p$=.64",word_de,female,641
hrs,word_de,female,641,diabetes," -0.29(0.17),$p$=.07"," -0.02(0.03),$p$=.45",word_de,female,641
hrs,word_de,male,507,intercept,"  2.97(0.20),$p$<.01"," -0.07(0.03),$p$=.03",word_de,male,507
hrs,word_de,male,507,age," -0.05(0.01),$p$<.01"," -0.00(0.00),$p$<.01",word_de,male,507
hrs,word_de,male,507,education,"  0.16(0.02),$p$<.01"," -0.00(0.00),$p$=.14",word_de,male,507
hrs,word_de,male,507,height,"  1.49(0.83),$p$=.06"," -0.06(0.15),$p$=.71",word_de,male,507
hrs,word_de,male,507,smoking," -0.21(0.19),$p$=.26"," -0.04(0.03),$p$=.20",word_de,male,507
hrs,word_de,male,507,cardio," -0.17(0.14),$p$=.21","  0.01(0.02),$p$=.82",word_de,male,507
hrs,word_de,male,507,diabetes," -0.40(0.18),$p$=.04","  0.02(0.03),$p$=.47",word_de,male,507
hrs,word_im,female,641,intercept,"  4.83(0.12),$p$<.01"," -0.08(0.02),$p$<.01",word_im,female,641
hrs,word_im,female,641,age," -0.05(0.00),$p$<.01"," -0.00(0.00),$p$<.01",word_im,female,641
hrs,word_im,female,641,education,"  0.14(0.02),$p$<.01"," -0.00(0.00),$p$=.51",word_im,female,641
hrs,word_im,female,641,height,"  0.63(0.77),$p$=.36","  0.16(0.14),$p$=.20",word_im,female,641
hrs,word_im,female,641,smoking,"  0.05(0.15),$p$=.76"," -0.04(0.03),$p$=.09",word_im,female,641
hrs,word_im,female,641,cardio," -0.21(0.13),$p$=.12"," -0.01(0.02),$p$=.66",word_im,female,641
hrs,word_im,female,641,diabetes," -0.20(0.13),$p$=.15"," -0.01(0.02),$p$=.62",word_im,female,641
hrs,word_im,male,507,intercept,"  4.32(0.17),$p$<.01"," -0.10(0.03),$p$<.01",word_im,male,507
hrs,word_im,male,507,age," -0.05(0.01),$p$<.01"," -0.00(0.00),$p$<.01",word_im,male,507
hrs,word_im,male,507,education,"  0.13(0.02),$p$<.01","  0.00(0.00),$p$=.69",word_im,male,507
hrs,word_im,male,507,height,"  1.35(0.77),$p$=.09"," -0.04(0.14),$p$=.74",word_im,male,507
hrs,word_im,male,507,smoking," -0.38(0.15),$p$=.04","  0.02(0.03),$p$=.50",word_im,male,507
hrs,word_im,male,507,cardio,"  0.03(0.12),$p$=.84"," -0.04(0.02),$p$=.13",word_im,male,507
hrs,word_im,male,507,diabetes," -0.32(0.16),$p$=.03","  0.00(0.03),$p$=.94",word_im,male,507
ilse,block,female,225,intercept," 19.53(4.80),$p$<.01"," -0.17(0.44),$p$=.70",block,female,225
ilse,block,female,225,age," -0.64(0.67),$p$=.34","  0.02(0.06),$p$=.73",block,female,225
ilse,block,female,225,education,"  5.61(1.15),$p$<.01"," -0.03(0.10),$p$=.78",block,female,225
ilse,block,female,225,height," -0.01(0.10),$p$=.95","  0.00(0.01),$p$=.89",block,female,225
ilse,block,female,225,smoking," -2.39(1.18),$p$=.04"," -0.02(0.10),$p$=.82",block,female,225
ilse,block,female,225,cardio,"  1.01(1.24),$p$=.41","  0.11(0.11),$p$=.35",block,female,225
ilse,block,female,225,diabetes,"--,$p$=  ----","--,$p$=  ----",block,female,225
ilse,block,male,252,intercept," 22.73(3.92),$p$<.01"," -0.75(0.45),$p$=.10",block,male,252
ilse,block,male,252,age," -0.43(0.54),$p$=.43"," -0.06(0.06),$p$=.29",block,male,252
ilse,block,male,252,education,"  6.06(1.15),$p$<.01"," -0.20(0.11),$p$=.07",block,male,252
ilse,block,male,252,height,"  0.15(0.08),$p$=.06","  0.00(0.01),$p$=.96",block,male,252
ilse,block,male,252,smoking," -1.28(1.16),$p$=.27","  0.04(0.12),$p$=.76",block,male,252
ilse,block,male,252,cardio," -0.54(1.11),$p$=.62"," -0.17(0.11),$p$=.12",block,male,252
ilse,block,male,252,diabetes,"--,$p$=  ----","--,$p$=  ----",block,male,252
ilse,fluency,female,225,intercept," 24.11(5.27),$p$<.01"," -0.18(0.51),$p$=.73",fluency,female,225
ilse,fluency,female,225,age," -0.68(0.73),$p$=.35"," -0.01(0.07),$p$=.92",fluency,female,225
ilse,fluency,female,225,education,"  6.29(1.29),$p$<.01","  0.12(0.12),$p$=.32",fluency,female,225
ilse,fluency,female,225,height," -0.04(0.11),$p$=.74","  0.01(0.01),$p$=.38",fluency,female,225
ilse,fluency,female,225,smoking,"  0.15(1.25),$p$=.91","  0.01(0.12),$p$=.95",fluency,female,225
ilse,fluency,female,225,cardio," -0.96(1.42),$p$=.50"," -0.01(0.14),$p$=.96",fluency,female,225
ilse,fluency,female,225,diabetes,"--,$p$=  ----","--,$p$=  ----",fluency,female,225
ilse,fluency,male,252,intercept," 23.80(4.66),$p$<.01"," -0.08(0.46),$p$=.87",fluency,male,252
ilse,fluency,male,252,age," -0.32(0.66),$p$=.62","  0.01(0.06),$p$=.89",fluency,male,252
ilse,fluency,male,252,education,"  5.43(1.20),$p$<.01","  0.00(0.12),$p$=.98",fluency,male,252
ilse,fluency,male,252,height,"  0.15(0.09),$p$=.10"," -0.01(0.01),$p$=.37",fluency,male,252
ilse,fluency,male,252,smoking," -0.52(1.29),$p$=.68"," -0.04(0.12),$p$=.73",fluency,male,252
ilse,fluency,male,252,cardio,"  0.51(1.24),$p$=.68","  0.11(0.13),$p$=.43",fluency,male,252
ilse,fluency,male,252,diabetes,"--,$p$=  ----","--,$p$=  ----",fluency,male,252
ilse,grip,female,225,intercept," 87.69(13.71),$p$<.01"," -6.66(2.28),$p$<.01",grip,female,225
ilse,grip,female,225,age,"  2.80(1.85),$p$=.13"," -0.58(0.31),$p$=.06",grip,female,225
ilse,grip,female,225,education," -3.04(3.56),$p$=.39","  0.64(0.50),$p$=.20",grip,female,225
ilse,grip,female,225,height,"  0.63(0.32),$p$=.05"," -0.02(0.04),$p$=.72",grip,female,225
ilse,grip,female,225,smoking," -4.92(3.80),$p$=.19","  0.33(0.54),$p$=.54",grip,female,225
ilse,grip,female,225,cardio,"  1.97(4.35),$p$=.65"," -0.14(0.64),$p$=.82",grip,female,225
ilse,grip,female,225,diabetes,"--,$p$=  ----","--,$p$=  ----",grip,female,225
ilse,grip,male,252,intercept," 94.65(12.76),$p$<.01"," -2.79(1.58),$p$=.08",grip,male,252
ilse,grip,male,252,age,"  0.91(1.65),$p$=.58"," -0.06(0.21),$p$=.77",grip,male,252
ilse,grip,male,252,education,"  0.99(3.49),$p$=.78","  0.05(0.51),$p$=.91",grip,male,252
ilse,grip,male,252,height,"  0.63(0.26),$p$=.02"," -0.04(0.04),$p$=.20",grip,male,252
ilse,grip,male,252,smoking," -3.38(3.74),$p$=.37","  0.59(0.47),$p$=.21",grip,male,252
ilse,grip,male,252,cardio," -2.58(3.77),$p$=.49","  0.56(0.50),$p$=.25",grip,male,252
ilse,grip,male,252,diabetes,"--,$p$=  ----","--,$p$=  ----",grip,male,252
ilse,piccomp,female,225,intercept," 10.16(3.03),$p$<.01","  0.20(0.29),$p$=.54",piccomp,female,225
ilse,piccomp,female,225,age," -0.67(0.41),$p$=.28","  0.05(0.04),$p$=.24",piccomp,female,225
ilse,piccomp,female,225,education,"  2.85(0.82),$p$<.01","  0.10(0.08),$p$=.41",piccomp,female,225
ilse,piccomp,female,225,height,"  0.02(0.07),$p$=.62"," -0.00(0.01),$p$=.08",piccomp,female,225
ilse,piccomp,female,225,smoking," -0.65(0.75),$p$=.37"," -0.01(0.08),$p$=.40",piccomp,female,225
ilse,piccomp,female,225,cardio," -0.61(0.82),$p$=.46"," -0.02(0.08),$p$=.47",piccomp,female,225
ilse,piccomp,female,225,diabetes,"--,$p$=  ----","--,$p$=  ----",piccomp,female,225
ilse,piccomp,male,252,intercept," 16.54(2.53),$p$<.01"," -0.35(0.28),$p$=.44",piccomp,male,252
ilse,piccomp,male,252,age,"  0.02(0.35),$p$=.95"," -0.03(0.04),$p$=.53",piccomp,male,252
ilse,piccomp,male,252,education,"  2.69(0.76),$p$<.01"," -0.06(0.08),$p$=.39",piccomp,male,252
ilse,piccomp,male,252,height,"  0.06(0.05),$p$=.25","  0.00(0.01),$p$=.61",piccomp,male,252
ilse,piccomp,male,252,smoking,"  0.12(0.70),$p$=.61","  0.02(0.07),$p$=.22",piccomp,male,252
ilse,piccomp,male,252,cardio," -0.29(0.68),$p$=.67"," -0.01(0.08),$p$=.58",piccomp,male,252
ilse,piccomp,male,252,diabetes,"--,$p$=  ----","--,$p$=  ----",piccomp,male,252
ilse,symbol,female,225,intercept," 38.17(6.61),$p$<.01","  0.03(0.38),$p$=.95",symbol,female,225
ilse,symbol,female,225,age," -0.62(0.92),$p$=.50","  0.06(0.05),$p$=.28",symbol,female,225
ilse,symbol,female,225,education,"  8.91(1.57),$p$<.01"," -0.09(0.10),$p$=.35",symbol,female,225
ilse,symbol,female,225,height,"  0.06(0.13),$p$=.63","  0.00(0.01),$p$=.52",symbol,female,225
ilse,symbol,female,225,smoking," -0.14(1.53),$p$=.92"," -0.06(0.10),$p$=.51",symbol,female,225
ilse,symbol,female,225,cardio," -0.79(1.87),$p$=.67"," -0.03(0.10),$p$=.80",symbol,female,225
ilse,symbol,female,225,diabetes,"--,$p$=  ----","--,$p$=  ----",symbol,female,225
ilse,symbol,male,252,intercept," 37.51(5.54),$p$<.01","  0.03(0.51),$p$=.96",symbol,male,252
ilse,symbol,male,252,age," -0.06(0.75),$p$=.94","  0.06(0.07),$p$=.39",symbol,male,252
ilse,symbol,male,252,education,"  8.78(1.48),$p$<.01"," -0.06(0.12),$p$=.61",symbol,male,252
ilse,symbol,male,252,height,"  0.19(0.10),$p$=.06"," -0.01(0.01),$p$=.58",symbol,male,252
ilse,symbol,male,252,smoking,"  0.11(1.56),$p$=.95"," -0.02(0.13),$p$=.88",symbol,male,252
ilse,symbol,male,252,cardio," -0.44(1.49),$p$=.77"," -0.04(0.13),$p$=.75",symbol,male,252
ilse,symbol,male,252,diabetes,"--,$p$=  ----","--,$p$=  ----",symbol,male,252
ilse,tug,female,225,intercept,"  4.79(1.62),$p$<.01","  0.21(0.20),$p$=.30",tug,female,225
ilse,tug,female,225,age," -0.16(0.22),$p$=.48","  0.00(0.03),$p$=.92",tug,female,225
ilse,tug,female,225,education," -0.48(0.38),$p$=.20","  0.05(0.05),$p$=.38",tug,female,225
ilse,tug,female,225,height,"  0.01(0.03),$p$=.76","  0.00(0.00),$p$=.88",tug,female,225
ilse,tug,female,225,smoking," -0.23(0.38),$p$=.55","  0.05(0.05),$p$=.33",tug,female,225
ilse,tug,female,225,cardio,"  0.66(0.40),$p$=.10"," -0.04(0.05),$p$=.41",tug,female,225
ilse,tug,female,225,diabetes,"--,$p$=  ----","--,$p$=  ----",tug,female,225
ilse,tug,male,252,intercept,"  4.82(1.12),$p$<.01","  0.28(0.18),$p$=.12",tug,male,252
ilse,tug,male,252,age," -0.04(0.16),$p$=.82","  0.01(0.02),$p$=.76",tug,male,252
ilse,tug,male,252,education," -0.18(0.27),$p$=.51","  0.01(0.04),$p$=.77",tug,male,252
ilse,tug,male,252,height," -0.02(0.02),$p$=.29","  0.00(0.00),$p$=.80",tug,male,252
ilse,tug,male,252,smoking,"  0.04(0.31),$p$=.89"," -0.02(0.04),$p$=.69",tug,male,252
ilse,tug,male,252,cardio,"  0.46(0.27),$p$=.10","  0.02(0.05),$p$=.70",tug,male,252
ilse,tug,male,252,diabetes,"--,$p$=  ----","--,$p$=  ----",tug,male,252
ilse,waisgeneral,female,225,intercept," 12.01(2.21),$p$<.01","  0.35(0.17),$p$=.04",waisgeneral,female,225
ilse,waisgeneral,female,225,age," -0.08(0.30),$p$=.80","  0.04(0.02),$p$=.08",waisgeneral,female,225
ilse,waisgeneral,female,225,education,"  4.27(0.70),$p$<.01"," -0.02(0.05),$p$=.71",waisgeneral,female,225
ilse,waisgeneral,female,225,height,"  0.05(0.05),$p$=.31","  0.00(0.00),$p$=.55",waisgeneral,female,225
ilse,waisgeneral,female,225,smoking," -0.28(0.60),$p$=.63","  0.01(0.05),$p$=.81",waisgeneral,female,225
ilse,waisgeneral,female,225,cardio," -0.07(0.65),$p$=.92"," -0.04(0.05),$p$=.44",waisgeneral,female,225
ilse,waisgeneral,female,225,diabetes,"--,$p$=  ----","--,$p$=  ----",waisgeneral,female,225
ilse,waisgeneral,male,252,intercept," 14.29(2.11),$p$<.01","  0.04(0.19),$p$=.84",waisgeneral,male,252
ilse,waisgeneral,male,252,age," -0.24(0.30),$p$=.42","  0.01(0.03),$p$=.79",waisgeneral,male,252
ilse,waisgeneral,male,252,education,"  3.46(0.69),$p$<.01"," -0.06(0.05),$p$=.22",waisgeneral,male,252
ilse,waisgeneral,male,252,height,"  0.02(0.04),$p$=.65","  0.00(0.00),$p$=.30",waisgeneral,male,252
ilse,waisgeneral,male,252,smoking," -0.33(0.57),$p$=.57","  0.03(0.04),$p$=.50",waisgeneral,male,252
ilse,waisgeneral,male,252,cardio,"  0.73(0.55),$p$=.19"," -0.06(0.04),$p$=.20",waisgeneral,male,252
ilse,waisgeneral,male,252,diabetes,"--,$p$=  ----","--,$p$=  ----",waisgeneral,male,252
lasa,gait,female,782,intercept,"  7.77(0.17),$p$<.01","  0.42(0.05),$p$<.01",gait,female,782
lasa,gait,female,782,age,"  0.14(0.02),$p$<.01","  0.04(0.01),$p$<.01",gait,female,782
lasa,gait,female,782,education," -0.05(0.04),$p$=.17"," -0.01(0.01),$p$=.39",gait,female,782
lasa,gait,female,782,height," -0.02(0.02),$p$=.24","  0.01(0.00),$p$=.01",gait,female,782
lasa,gait,female,782,smoking,"  0.29(0.28),$p$=.30","  0.07(0.05),$p$=.16",gait,female,782
lasa,gait,female,782,cardio,"  1.16(0.34),$p$<.01","  0.01(0.06),$p$=.86",gait,female,782
lasa,gait,female,782,diabetes,"  1.82(0.86),$p$=.03","  0.15(0.16),$p$=.35",gait,female,782
