process_b_domain,study_name,model_number,subgroup,model_type,process_a,process_b,subject_count,er_tau_00_est,er_tau_00_se,er_tau_00_pval,er_tau_00_ci95lo,er_tau_00_ci95hi,er_tau_11_est,er_tau_11_se,er_tau_11_pval,er_tau_11_ci95lo,er_tau_11_ci95hi,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,er_sigma_00_ci95lo,er_sigma_00_ci95hi
Verbal Ability,ilse,b1,female,aehplus,grip,Fluency,225,0.102,0.11,0.352,-0.11359999999999999,0.3176,0.576,0.724,0.426,-0.8430399999999999,1.99504,0.15,0.081,0.064,-0.008760000000000018,0.30876000000000003
Verbal Ability,ilse,b1,male,aehplus,grip,Fluency,252,0.074,0.102,0.468,-0.12591999999999998,0.27392,0.194,0.764,0.799,-1.3034400000000002,1.69144,0.208,0.074,0.005,0.06295999999999999,0.35304
Verbal Ability,ilse,b1,female,aehplus,grip,Information,225,0.029,0.091,0.754,-0.14936,0.20736,0.418,0.416,0.315,-0.39736,1.23336,-0.08,0.079,0.31,-0.23484,0.07484
Verbal Ability,ilse,b1,male,aehplus,grip,Information,252,0.122,0.106,0.25,-0.08576,0.32976,0.232,1.109,0.834,-1.9416399999999998,2.40564,-0.038,0.083,0.646,-0.20068000000000003,0.12468000000000001
Verbal Ability,octo,b1,female,aehplus,grip,Information,275,0.191,0.069,0.006,0.055760000000000004,0.32624,0.784,0.297,0.008,0.20188000000000006,1.36612,-0.02,0.046,0.66,-0.11016,0.07015999999999999
Verbal Ability,octo,b1,male,aehplus,grip,Information,140,0.047,0.109,0.663,-0.16664,0.26064,-0.456,0.322,0.157,-1.08712,0.17512,0.182,0.085,0.031,0.015399999999999997,0.3486
Verbal Ability,satsa,b1,female,aehplus,grip,Information,410,0.102,0.095,0.282,-0.08420000000000001,0.2882,0.648,0.251,0.01,0.15604,1.13996,0.054,0.036,0.134,-0.01656,0.12456
Verbal Ability,satsa,b1,male,aehplus,grip,Information,410,0.102,0.095,0.282,-0.08420000000000001,0.2882,0.648,0.251,0.01,0.15604,1.13996,0.054,0.036,0.134,-0.01656,0.12456
Verbal Ability,map,b1,female,aehplus,grip,NART,932,-0.01,0.041,0.817,-0.09036,0.07036,0.265,0.274,0.333,-0.27204000000000006,0.8020400000000001,-0.02,0.03,0.489,-0.0788,0.0388
Verbal Ability,map,b1,male,aehplus,grip,NART,321,0.121,0.064,0.057,-0.0044399999999999995,0.24644,0.375,0.328,0.253,-0.26788,1.01788,-0.029,0.055,0.593,-0.1368,0.0788
Verbal Ability,octo,b1,female,aehplus,grip,Synonyms,273,0.127,0.09,0.156,-0.0494,0.3034,0.691,0.291,0.018,0.12063999999999997,1.2613599999999998,-0.014,0.056,0.805,-0.12376,0.09576
Verbal Ability,octo,b1,male,aehplus,grip,Synonyms,139,0.083,0.102,0.413,-0.11691999999999998,0.28292,-0.138,0.721,0.848,-1.5511599999999999,1.27516,0.153,0.082,0.063,-0.007720000000000005,0.31372
Verbal Ability,satsa,b1,female,aehplus,grip,Synonyms,409,0.117,0.087,0.178,-0.05351999999999997,0.28752,0.263,0.418,0.53,-0.5562799999999999,1.08228,0.064,0.039,0.1,-0.012439999999999993,0.14044
Verbal Ability,satsa,b1,male,aehplus,grip,Synonyms,299,0.19,0.098,0.053,-0.0020799999999999985,0.38208,-0.416,0.51,0.415,-1.4156,0.5836000000000001,0.012,0.047,0.79,-0.08012,0.10411999999999999
Verbal Ability,eas,b1,female,aehplus,grip,Vocabulary,363,0.125,0.147,0.397,-0.16312,0.41312,0.252,0.641,0.694,-1.00436,1.50836,-0.026,0.104,0.804,-0.22984,0.17784
Verbal Ability,eas,b1,male,aehplus,grip,Vocabulary,222,0.12,0.343,0.727,-0.55228,0.79228,-0.017,1.366,0.99,-2.69436,2.6603600000000003,-0.131,0.145,0.366,-0.41519999999999996,0.15319999999999995
