"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.3","0.1","03/05/2015","12:08 PM","eas","u1","female","aehplus","muscle","nocog","grip","nocogspec",TRUE,145,8,NA,18,-1184.923,2405.846,2459.427,2402.469,2411.27457142857,"u1_female_aehplus_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.423,4.594,0,0.212,0.169,0.21,-1.169,0.893,0.191,5.771,0.399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.46,1.43,0,-2.26,0.387,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:17 PM","eas","u1","female","age","muscle","nocog","grip","nocogspec",TRUE,215,8,NA,8,-1828.797,3673.595,3700.56,3675.209,3674.29402912621,"u1_female_age_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.487,4.742,0,0.951,0.259,0,-1.914,0.996,0.055,6.913,0.372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.859,0.936,0,-0.994,0.225,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:06 PM","eas","u1","female","full","muscle","nocog","grip","nocogspec",TRUE,145,8,NA,20,-1184.61,2409.22,2468.755,2405.467,2415.99419354839,"u1_female_full_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.522,4.616,0,0.215,0.173,0.212,-1.213,0.886,0.171,5.765,0.405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.28,1.516,0,-2.181,0.39,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:22 PM","eas","u1","male","ae","muscle","nocog","grip","nocogspec",TRUE,123,8,NA,10,-1201.479,2422.958,2451.08,2419.46,2424.92228571429,"u1_male_ae_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.232,10.996,0.001,1.191,0.559,0.033,-3.024,2.132,0.156,17.048,1.368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.646,2.441,0,-0.967,0.616,0.117,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:11 PM","eas","u1","male","aeh","muscle","nocog","grip","nocogspec",TRUE,72,8,NA,12,-749.115,1522.23,1549.55,1511.742,1527.51813559322,"u1_male_aeh_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.537,9.206,0.003,1.151,0.798,0.149,-2.634,2.098,0.209,16.521,1.989,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.676,2.722,0,-1.825,0.909,0.045,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:09 PM","eas","u1","male","aehplus","muscle","nocog","grip","nocogspec",TRUE,72,8,NA,18,-746.965,1529.931,1570.91,1514.199,1542.83666037736,"u1_male_aehplus_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.447,10.978,0.016,0.548,0.666,0.411,-2.052,2.219,0.355,17.598,2.159,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.421,3.82,0,-2.436,0.895,0.006,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:21 PM","eas","u1","male","age","muscle","nocog","grip","nocogspec",TRUE,123,8,NA,8,-1204.473,2424.946,2447.443,2422.148,2426.20915789474,"u1_male_age_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.468,10.812,0,1.171,0.55,0.033,-2.945,2.094,0.16,17.168,1.386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.794,1.523,0,-1.137,0.408,0.005,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:04 PM","eas","u1","male","full","muscle","nocog","grip","nocogspec",TRUE,72,8,NA,20,-746.25,1532.501,1578.034,1515.021,1548.97158823529,"u1_male_full_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.598,9.756,0.021,0.101,0.462,0.828,-0.769,1.88,0.682,18.637,2.331,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.609,3.956,0,-3.201,0.827,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:55 PM","eas","u2","female","ae","muscle","nocog","grip","nocogspec",TRUE,215,8,NA,16,-1817.496,3666.992,3720.923,3670.222,3669.73947474748,"u2_female_ae_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.851,9.906,0,6.736,2.467,0.006,-9.592,4.769,0.044,6.128,0.342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.344,1.844,0,-1.007,1.091,0.356,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:52 PM","eas","u2","female","aeh","muscle","nocog","grip","nocogspec",TRUE,145,8,NA,19,-1179.649,2397.299,2453.857,2393.734,2403.379,"u2_female_aeh_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.094,8.333,0,2.736,1.632,0.094,-5.484,3.797,0.149,4.896,0.329,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.213,1.844,0,-2.926,1.199,0.015,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:46 PM","eas","u2","female","aehplus","muscle","nocog","grip","nocogspec",TRUE,145,8,NA,28,-1175.165,2406.329,2489.678,2401.076,2420.329,"u2_female_aehplus_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.217,8.848,0,2.661,2.026,0.189,-5.232,4.219,0.215,4.889,0.352,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.35,1.936,0,-3.074,1.222,0.012,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:57 PM","eas","u2","female","age","muscle","nocog","grip","nocogspec",TRUE,215,8,NA,13,-1818.238,3662.475,3706.294,3665.099,3664.28594527363,"u2_female_age_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.386,10.07,0,6.872,2.424,0.005,-9.97,4.867,0.04,6.116,0.341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.234,1.288,0,-0.224,0.665,0.736,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:42 PM","eas","u2","female","full","muscle","nocog","grip","nocogspec",TRUE,145,8,NA,31,-1174.714,2411.429,2503.707,2405.612,2428.98652212389,"u2_female_full_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.499,9.321,0.001,2.712,2.143,0.206,-5.392,4.516,0.232,4.877,0.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.131,2.019,0,-2.937,1.282,0.022,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015"," 1:00 PM","eas","u2","male","ae","muscle","nocog","grip","nocogspec",TRUE,123,8,NA,16,-1195.138,2422.276,2467.271,2416.681,2427.4080754717,"u2_male_ae_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.471,19.204,0.016,10.892,6.466,0.092,-13.742,10.049,0.171,15.15,1.253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.054,3.913,0,1.12,2.283,0.624,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:49 PM","eas","u2","male","aeh","muscle","nocog","grip","nocogspec",TRUE,72,8,NA,19,-745.581,1529.163,1572.419,1512.557,1543.77838461538,"u2_male_aeh_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.272,26.006,0.049,11.189,9.832,0.255,-18.432,14.819,0.214,14.29,1.759,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.396,4.606,0,-0.493,3.201,0.877,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:50 PM","eas","u2","male","aehplus","muscle","nocog","grip","nocogspec",TRUE,72,8,NA,28,-739.497,1534.994,1598.74,1510.522,1572.76144186047,"u2_male_aehplus_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.336,30.481,0.099,13.039,11.425,0.254,-18.683,17.201,0.277,13.86,2.129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.189,6.078,0,2.378,3.715,0.522,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:58 PM","eas","u2","male","age","muscle","nocog","grip","nocogspec",TRUE,123,8,NA,13,-1198.075,2422.151,2458.709,2417.604,2425.49044954128,"u2_male_age_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.134,18.76,0.012,11.198,6.549,0.087,-13.758,10,0.169,15.226,1.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.723,2.402,0,-0.02,1.308,0.988,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","12:40 PM","eas","u2","male","full","muscle","nocog","grip","nocogspec",TRUE,72,8,NA,31,-738.92,1539.839,1610.416,1512.746,1589.439,"u2_male_full_muscle_nocog_grip_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.296,34.44,0.144,13.049,12.226,0.286,-18.895,19.252,0.326,13.839,2.318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.701,11.381,0.005,2.804,8.35,0.737,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","10:01 AM","eas","u0","female","empty","nophys","reasoning","nophysspec","block",TRUE,563,9,NA,3,-5673.1,11352.2,11365.2,11355.676,11352.2429338104,"u0_female_empty_nophys_reasoning_nophysspec_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.296,0.773,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/05/2015","10:02 AM","eas","u0","male","empty","nophys","reasoning","nophysspec","block",TRUE,350,9,NA,3,-3544.058,7094.116,7105.69,7096.173,7094.18536416185,"u0_male_empty_nophys_reasoning_nophysspec_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.233,1.065,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","03/02/2015"," 9:25 AM","eas","u1","female","ae","noPhys","executive","noPhySpec","trailsb",TRUE,580,9,NA,10,-9543.77,19107.54,19151.17,19119.424,19107.9266432337,"u1_female_ae_noPhys_executive_noPhySpec_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2598.335,352.417,0,2.139,7.116,0.764,74.558,58.336,0.201,1758.018,45.291,0,NA,NA,NA,NA,NA,NA,174.65,7.144,0,-0.198,1.8,0.912
"Mplus VERSION 7.3","0.1","03/18/2015"," 8:47 AM","eas","u1","female","ae","nophys","fluency","nophysspec","bostonnaming",TRUE,594,9,NA,10,-3729.793,7479.587,7523.455,7491.708,7479.96435849057,"u1_female_ae_nophys_fluency_nophysspec_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.415,0.394,0,0.005,0.01,0.624,0.04,0.056,0.478,1.925,0.076,0,NA,NA,NA,NA,NA,NA,9.829,0.285,0,0.028,0.056,0.621
"Mplus VERSION 7.3","0.1","03/11/2015"," 4:11 PM","eas","u1","female","ae","nophys","fluency","nophysspec","category",TRUE,593,9,NA,10,-5879.011,11778.022,11821.874,11790.127,11778.4000068729,"u1_female_ae_nophys_fluency_nophysspec_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.967,4.383,0,0.619,0.128,0,0.051,0.65,0.938,18.456,0.687,0,NA,NA,NA,NA,NA,NA,35.429,1.026,0,-0.417,0.27,0.122
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:39 AM","eas","u1","female","ae","nophys","fluency","nophysspec","fas",TRUE,571,9,NA,10,-6081.497,12182.994,12226.468,12194.722,12183.3868571429,"u1_female_ae_nophys_fluency_nophysspec_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.467,8.797,0,0.222,0.162,0.17,0.594,0.974,0.542,28.407,1.149,0,NA,NA,NA,NA,NA,NA,24.119,1.399,0,0.644,0.278,0.021
"Mplus VERSION 7.3","0.1","03/11/2015"," 2:20 PM","eas","u1","female","ae","nophys","global","nophysspec","mmse",TRUE,600,9,NA,10,-3083.48,6186.959,6230.929,6199.182,6187.33251443124,"u1_female_ae_nophys_global_nophysspec_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.405,0.203,0,0.016,0.004,0,-0.093,0.034,0.006,0.811,0.025,0,NA,NA,NA,NA,NA,NA,26.429,0.175,0,-0.019,0.046,0.676
"Mplus VERSION 7.3","0.1","03/18/2015"," 1:30 PM","eas","u1","female","ae","nophys","knowledge","nophysspec","information",TRUE,503,7,NA,10,-4123.336,8266.673,8308.878,8277.138,8267.12015447155,"u1_female_ae_nophys_knowledge_nophysspec_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.717,2.334,0,0.221,0.083,0.008,-0.849,0.377,0.024,8.599,0.373,0,NA,NA,NA,NA,NA,NA,15.683,0.698,0,-0.577,0.204,0.005
"Mplus VERSION 7.3","0.1","03/11/2015"," 9:39 AM","eas","u1","female","ae","nophys","knowledge","nophysspec","waisvocab",TRUE,594,9,NA,10,-6480.944,12981.887,13025.756,12994.009,12982.2643584906,"u1_female_ae_nophys_knowledge_nophysspec_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.643,8.739,0,0.236,0.205,0.251,-2.533,1.288,0.049,40.006,1.313,0,NA,NA,NA,NA,NA,NA,32.849,1.229,0,-0.222,0.274,0.419
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:15 AM","eas","u1","female","ae","nophys","memory","nophysspec","digitspantotal",TRUE,595,9,NA,10,-4165.971,8351.943,8395.828,8364.081,8352.31971232877,"u1_female_ae_nophys_memory_nophysspec_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01,0.7,0,0.072,0.02,0,-0.26,0.119,0.029,2.753,0.112,0,NA,NA,NA,NA,NA,NA,11.293,0.395,0,0.305,0.09,0.001
"Mplus VERSION 7.3","0.1","03/18/2015","12:35 PM","eas","u1","female","ae","nophys","memory","nophysspec","logicalmemory",TRUE,554,9,NA,10,-5166.521,10353.041,10396.213,10364.469,10353.4461565378,"u1_female_ae_nophys_memory_nophysspec_logicalmemory.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.684,2.898,0,0.17,0.078,0.029,-0.114,0.525,0.828,15.618,0.679,0,NA,NA,NA,NA,NA,NA,16.451,0.794,0,0.097,0.216,0.655
"Mplus VERSION 7.3","0.1","02/27/2015"," 4:27 AM","eas","u1","female","ae","noPhys","reasoning","noPhysSpec","block",TRUE,563,9,NA,10,-5595.412,11210.825,11254.157,11222.412,11211.2235507246,"u1_female_ae_noPhys_reasoning_noPhysSpec_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.766,4.895,0,0.255,0.108,0.018,-2.023,0.569,0,21.478,1.141,0,NA,NA,NA,NA,NA,NA,13.936,0.953,0,1.113,0.205,0
"Mplus VERSION 7.3","0.1","03/03/2015"," 8:44 AM","eas","u1","female","ae","noPhys","speed","noPhysSpec","digitsymbol",TRUE,592,6,NA,10,-5841.719,11703.438,11747.273,11715.527,11703.8166574871,"u1_female_ae_noPhys_speed_noPhysSpec_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.33,11.204,0,1.734,0.439,0,-4.903,2.101,0.02,29.326,1.309,0,NA,NA,NA,NA,NA,NA,32.227,1.611,0,1.27,0.435,0.004
"Mplus VERSION 7.3","0.1","03/02/2015","11:53 AM","eas","u1","female","aeh","noPhys","executive","noPhysSpec","trailsb",TRUE,150,8,NA,12,-3435.875,6895.75,6931.877,6893.899,6898.02737226277,"u1_female_aeh_noPhys_executive_noPhysSpec_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2669.645,638.394,0,3.632,13.659,0.79,64.226,93.867,0.494,1493.78,64.142,0,NA,NA,NA,NA,NA,NA,170.158,15.696,0,3.098,3.896,0.426
"Mplus VERSION 7.3","0.1","03/18/2015"," 8:46 AM","eas","u1","female","aeh","nophys","fluency","nophysspec","bostonnaming",TRUE,150,9,NA,12,-1336.602,2697.205,2733.332,2695.355,2699.48237226277,"u1_female_aeh_nophys_fluency_nophysspec_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.464,0.775,0,0.018,0.021,0.375,0.218,0.113,0.054,1.79,0.121,0,NA,NA,NA,NA,NA,NA,10.428,0.583,0,-0.034,0.105,0.744
"Mplus VERSION 7.3","0.1","03/11/2015"," 4:12 PM","eas","u1","female","aeh","nophys","fluency","nophysspec","category",TRUE,150,9,NA,12,-2108.134,4240.267,4276.395,4238.417,4242.54437226277,"u1_female_aeh_nophys_fluency_nophysspec_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.989,10.152,0,0.937,0.301,0.002,0.01,1.38,0.994,17.327,1.1,0,NA,NA,NA,NA,NA,NA,37.64,2.376,0,-0.731,0.603,0.226
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:48 AM","eas","u1","female","aeh","nophys","fluency","nophysspec","fas",TRUE,150,9,NA,12,-2234.618,4493.236,4529.363,4491.386,4495.51337226277,"u1_female_aeh_nophys_fluency_nophysspec_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.73,19.611,0,0.266,0.236,0.259,2.073,1.948,0.287,25.47,1.68,0,NA,NA,NA,NA,NA,NA,29.704,3.199,0,0.45,0.616,0.465
"Mplus VERSION 7.3","0.1","03/11/2015"," 2:13 PM","eas","u1","female","aeh","nophys","global","nophysspec","mmse",TRUE,150,9,NA,12,-936.071,1896.141,1932.269,1894.291,1898.41837226277,"u1_female_aeh_nophys_global_nophysspec_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016,0.217,0,0.011,0.006,0.05,-0.008,0.026,0.767,0.547,0.024,0,NA,NA,NA,NA,NA,NA,26.071,0.269,0,0.067,0.062,0.278
"Mplus VERSION 7.3","0.1","03/18/2015"," 1:29 PM","eas","u1","female","aeh","nophys","knowledge","nophysspec","information",TRUE,110,7,NA,12,-1143.026,2310.053,2342.458,2304.538,2313.26949484536,"u1_female_aeh_nophys_knowledge_nophysspec_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.507,3.36,0,0.057,0.216,0.792,0.649,0.694,0.35,7.49,0.64,0,NA,NA,NA,NA,NA,NA,13.065,1.475,0,0.142,0.424,0.738
"Mplus VERSION 7.3","0.1","03/11/2015"," 9:36 AM","eas","u1","female","aeh","nophys","knowledge","nophysspec","wasivocab",TRUE,150,9,NA,12,-2241.139,4506.277,4542.405,4504.427,4508.55437226277,"u1_female_aeh_nophys_knowledge_nophysspec_wasivocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.536,14.7,0,0.092,0.25,0.714,-1.316,1.702,0.439,30.435,1.833,0,NA,NA,NA,NA,NA,NA,34.857,2.511,0,-0.093,0.535,0.862
"Mplus VERSION 7.3","0.1","03/11/2015"," 8:11 AM","eas","u1","female","aeh","nophys","memory","nophysspec","digitspantotal",TRUE,150,9,NA,12,-1428.028,2880.056,2916.184,2878.206,2882.33337226277,"u1_female_aeh_nophys_memory_nophysspec_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.677,1.145,0,0.041,0.024,0.086,-0.026,0.151,0.861,2.446,0.158,0,NA,NA,NA,NA,NA,NA,13.405,0.827,0,0.201,0.155,0.194
"Mplus VERSION 7.3","0.1","03/18/2015","12:36 PM","eas","u1","female","aeh","nophys","memory","nophysspec","logicalmemory",TRUE,150,9,NA,12,-1968.126,3960.252,3996.379,3958.401,3962.52937226277,"u1_female_aeh_nophys_memory_nophysspec_logicalmemory.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.645,5.159,0,0.126,0.093,0.177,0.439,0.84,0.601,14.453,1.078,0,NA,NA,NA,NA,NA,NA,18.067,1.745,0,0.031,0.329,0.924
