study name,process,subgroup,model type,n,species,intercept,slope
eas,trailsb,male,full,72,intercept,"138.03(35.56),p<.01"," -2.16(8.71),p=.71"
eas,trailsb,male,full,72,age,"  0.15(1.83),p=.64","  0.10(0.47),p=.87"
eas,trailsb,male,full,72,education," -2.66(3.36),p=.38","  0.11(0.79),p=.80"
eas,trailsb,male,full,72,height," -0.21(1.30),p=.65","  0.21(0.36),p=.62"
eas,trailsb,male,full,72,smoking," -2.29(24.95),p=.86"," -0.42(6.08),p=.74"
eas,trailsb,male,full,72,cardio,"  8.47(25.18),p=.68"," -4.57(9.11),p=.68"
eas,trailsb,male,full,72,diabetes,"  2.10(18.84),p=.84","  1.24(6.62),p=.69"
eas,waisvocab,female,a,594,intercept," 53.59(1.53),p<.01"," -0.84(0.31),p=.37"
eas,waisvocab,female,a,594,age," -0.36(0.15),p=.60"," -0.05(0.03),p=.11"
eas,waisvocab,female,a,594,education,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,a,594,height,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,a,594,smoking,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,a,594,cardio,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,a,594,diabetes,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,ae,594,intercept," 46.42(2.22),p<.01"," -1.23(0.55),p=.26"
eas,waisvocab,female,ae,594,age," -0.33(0.15),p=.46"," -0.05(0.03),p=.12"
eas,waisvocab,female,ae,594,education,"  1.14(0.24),p=.22","  0.06(0.06),p=.37"
eas,waisvocab,female,ae,594,height,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,ae,594,smoking,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,ae,594,cardio,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,ae,594,diabetes,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,aeh,150,intercept," 48.28(3.78),p<.01"," -1.37(1.06),p=.52"
eas,waisvocab,female,aeh,150,age," -0.40(0.27),p=.45"," -0.06(0.06),p=.29"
eas,waisvocab,female,aeh,150,education,"  1.04(0.40),p=.23","  0.06(0.10),p=.51"
eas,waisvocab,female,aeh,150,height,"  0.03(0.17),p=.52","  0.02(0.03),p=.55"
eas,waisvocab,female,aeh,150,smoking,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,aeh,150,cardio,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,aeh,150,diabetes,"--,p=  ----","--,p=  ----"
eas,waisvocab,female,aehplus,150,intercept," 49.48(4.16),p<.01"," -1.22(1.16),p=.41"
eas,waisvocab,female,aehplus,150,age," -0.44(0.30),p=.45"," -0.05(0.06),p=.34"
eas,waisvocab,female,aehplus,150,education,"  0.99(0.40),p=.24","  0.05(0.12),p=.65"
eas,waisvocab,female,aehplus,150,height,"  0.04(0.18),p=.58","  0.02(0.04),p=.61"
eas,waisvocab,female,aehplus,150,smoking,"  1.63(2.02),p=.40"," -0.10(0.58),p=.91"
eas,waisvocab,female,aehplus,150,cardio,"  0.51(4.45),p=.54"," -0.30(1.30),p=.71"
eas,waisvocab,female,aehplus,150,diabetes," -7.58(3.16),p=.08","  0.11(0.95),p=.75"
eas,waisvocab,female,full,150,intercept," 52.03(4.25),p<.01"," -1.35(1.17),p=.50"
eas,waisvocab,female,full,150,age," -0.38(0.30),p=.48"," -0.06(0.07),p=.32"
eas,waisvocab,female,full,150,education,"  0.99(0.39),p=.24","  0.05(0.12),p=.65"
eas,waisvocab,female,full,150,height,"  0.10(0.18),p=.51","  0.01(0.04),p=.72"
eas,waisvocab,female,full,150,smoking,"  1.45(2.03),p=.44"," -0.10(0.60),p=.92"
eas,waisvocab,female,full,150,cardio,"  1.31(4.51),p=.60"," -0.35(1.25),p=.70"
eas,waisvocab,female,full,150,diabetes," -7.00(3.07),p=.09","  0.09(0.97),p=.74"
eas,waisvocab,male,a,377,intercept," 57.91(1.94),p<.01"," -1.00(0.46),p=.19"
eas,waisvocab,male,a,377,age," -0.16(0.20),p<.01"," -0.07(0.05),p=.14"
eas,waisvocab,male,a,377,education,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,a,377,height,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,a,377,smoking,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,a,377,cardio,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,a,377,diabetes,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,ae,377,intercept," 58.39(2.84),p<.01"," -1.18(0.70),p=.10"
eas,waisvocab,male,ae,377,age," -0.15(0.20),p<.01"," -0.07(0.05),p=.14"
eas,waisvocab,male,ae,377,education," -0.07(0.27),p=.26","  0.03(0.08),p=.43"
eas,waisvocab,male,ae,377,height,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,ae,377,smoking,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,ae,377,cardio,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,ae,377,diabetes,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,aeh,72,intercept," 50.59(5.59),p<.01","  0.22(1.82),p=.39"
eas,waisvocab,male,aeh,72,age," -0.04(0.33),p=.17"," -0.09(0.10),p=.36"
eas,waisvocab,male,aeh,72,education,"  0.93(0.51),p=.21"," -0.10(0.15),p=.58"
eas,waisvocab,male,aeh,72,height,"  0.10(0.26),p=.70"," -0.01(0.09),p=.81"
eas,waisvocab,male,aeh,72,smoking,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,aeh,72,cardio,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,aeh,72,diabetes,"--,p=  ----","--,p=  ----"
eas,waisvocab,male,aehplus,72,intercept," 52.63(8.42),p<.01"," -0.30(2.98),p=.47"
eas,waisvocab,male,aehplus,72,age," -0.05(0.41),p=.27"," -0.08(0.16),p=.54"
eas,waisvocab,male,aehplus,72,education,"  0.89(0.68),p=.27"," -0.10(0.22),p=.67"
eas,waisvocab,male,aehplus,72,height,"  0.08(0.31),p=.76"," -0.00(0.10),p=.81"
eas,waisvocab,male,aehplus,72,smoking," -1.20(4.47),p=.79","  0.42(1.41),p=.81"
eas,waisvocab,male,aehplus,72,cardio," -3.07(7.15),p=.69","  0.46(2.26),p=.81"
eas,waisvocab,male,aehplus,72,diabetes," -0.81(6.02),p=.75"," -0.25(1.99),p=.72"
eas,waisvocab,male,full,72,intercept," 53.39(9.99),p<.01"," -0.41(3.05),p=.52"
eas,waisvocab,male,full,72,age," -0.07(0.44),p=.30"," -0.08(0.17),p=.61"
eas,waisvocab,male,full,72,education,"  0.89(0.72),p=.28"," -0.10(0.23),p=.67"
eas,waisvocab,male,full,72,height,"  0.08(0.33),p=.73","  0.00(0.11),p=.69"
eas,waisvocab,male,full,72,smoking," -1.40(4.98),p=.77","  0.41(1.41),p=.75"
eas,waisvocab,male,full,72,cardio," -3.01(8.29),p=.75","  0.49(2.55),p=.81"
eas,waisvocab,male,full,72,diabetes," -0.62(6.62),p=.77"," -0.24(2.16),p=.67"
elsa,fev,female,aehplus,"3,511",intercept,"  3.24(0.04),p<.01"," -0.03(0.00),p<.01"
elsa,fev,female,aehplus,"3,511",age,"--,p=  ----","--,p=  ----"
elsa,fev,female,aehplus,"3,511",education,"  0.48(0.04),p<.01","  0.00(0.00),p=.49"
elsa,fev,female,aehplus,"3,511",height,"  0.02(0.00),p=.01","  0.00(0.00),p=.26"
elsa,fev,female,aehplus,"3,511",smoking," -0.12(0.04),p=.12","  0.00(0.00),p=.39"
elsa,fev,female,aehplus,"3,511",cardio," -0.14(0.07),p=.09","  0.00(0.01),p=.58"
elsa,fev,female,aehplus,"3,511",diabetes," -0.20(0.09),p=.10","  0.00(0.01),p=.56"
elsa,fev,male,aehplus,"3,091",intercept,"  3.35(0.05),p<.01"," -0.02(0.01),p=.15"
elsa,fev,male,aehplus,"3,091",age,"--,p=  ----","--,p=  ----"
elsa,fev,male,aehplus,"3,091",education,"  0.52(0.05),p<.01"," -0.01(0.01),p=.32"
elsa,fev,male,aehplus,"3,091",height,"  0.03(0.00),p<.01","  0.00(0.00),p=.73"
elsa,fev,male,aehplus,"3,091",smoking," -0.10(0.05),p=.42"," -0.01(0.01),p=.19"
elsa,fev,male,aehplus,"3,091",cardio," -0.15(0.06),p=.15"," -0.01(0.01),p=.46"
elsa,fev,male,aehplus,"3,091",diabetes," -0.13(0.08),p=.17"," -0.01(0.01),p=.24"
elsa,fev100,female,aehplus,"3,511",intercept," 96.55(0.87),p<.01"," -1.08(0.10),p<.01"
elsa,fev100,female,aehplus,"3,511",age,"--,p=  ----","--,p=  ----"
elsa,fev100,female,aehplus,"3,511",education,"  5.52(0.93),p<.01","  0.05(0.11),p=.49"
elsa,fev100,female,aehplus,"3,511",height,"  1.38(0.08),p=.01"," -0.02(0.01),p=.26"
elsa,fev100,female,aehplus,"3,511",smoking," -5.51(0.88),p=.12"," -0.07(0.10),p=.39"
elsa,fev100,female,aehplus,"3,511",cardio," -5.67(1.60),p=.09","  0.15(0.24),p=.58"
elsa,fev100,female,aehplus,"3,511",diabetes," -2.75(1.99),p=.10"," -0.17(0.29),p=.56"
elsa,fev100,male,aehplus,"3,091",intercept,"133.34(1.64),p<.01"," -1.11(0.23),p=.15"
elsa,fev100,male,aehplus,"3,091",age,"--,p=  ----","--,p=  ----"
elsa,fev100,male,aehplus,"3,091",education," 10.59(1.48),p<.01"," -0.32(0.18),p=.32"
elsa,fev100,male,aehplus,"3,091",height,"  1.68(0.11),p<.01"," -0.00(0.01),p=.73"
elsa,fev100,male,aehplus,"3,091",smoking,"-10.52(1.45),p=.42","  0.15(0.17),p=.19"
elsa,fev100,male,aehplus,"3,091",cardio," -9.81(1.98),p=.15","  0.13(0.25),p=.46"
elsa,fev100,male,aehplus,"3,091",diabetes," -3.20(2.39),p=.17"," -0.80(0.32),p=.24"
elsa,fluency,female,aehplus,"3,510",intercept,"  9.24(0.09),p<.01"," -0.05(0.01),p<.01"
elsa,fluency,female,aehplus,"3,510",age,"--,p=  ----","--,p=  ----"
elsa,fluency,female,aehplus,"3,510",education,"  1.72(0.11),p<.01","  0.01(0.01),p=.62"
elsa,fluency,female,aehplus,"3,510",height,"  0.05(0.01),p<.01"," -0.00(0.00),p=.11"
elsa,fluency,female,aehplus,"3,510",smoking," -0.05(0.10),p=.37"," -0.02(0.01),p=.55"
elsa,fluency,female,aehplus,"3,510",cardio," -0.16(0.18),p=.26"," -0.02(0.02),p=.31"
elsa,fluency,female,aehplus,"3,510",diabetes," -0.37(0.26),p=.11"," -0.07(0.04),p=.36"
elsa,fluency,male,aehplus,"3,090",intercept,"  9.56(0.13),p<.01"," -0.04(0.02),p=.03"
elsa,fluency,male,aehplus,"3,090",age,"--,p=  ----","--,p=  ----"
elsa,fluency,male,aehplus,"3,090",education,"  1.44(0.12),p<.01"," -0.02(0.02),p=.24"
elsa,fluency,male,aehplus,"3,090",height,"  0.04(0.01),p<.01","  0.00(0.00),p=.36"
elsa,fluency,male,aehplus,"3,090",smoking," -0.11(0.12),p=.23"," -0.02(0.02),p=.53"
elsa,fluency,male,aehplus,"3,090",cardio," -0.32(0.16),p=.03","  0.02(0.02),p=.55"
elsa,fluency,male,aehplus,"3,090",diabetes," -0.09(0.21),p=.38"," -0.03(0.03),p=.53"
elsa,gait,female,aehplus,"3,510",intercept,"  3.07(0.03),p<.01"," -0.03(0.00),p<.01"
elsa,gait,female,aehplus,"3,510",age,"--,p=  ----","--,p=  ----"
elsa,gait,female,aehplus,"3,510",education,"  0.54(0.04),p<.01","  0.01(0.00),p=.62"
elsa,gait,female,aehplus,"3,510",height,"  0.01(0.00),p<.01","  0.00(0.00),p=.20"
elsa,gait,female,aehplus,"3,510",smoking," -0.05(0.03),p=.11","  0.00(0.00),p=.55"
elsa,gait,female,aehplus,"3,510",cardio," -0.12(0.07),p=.16"," -0.00(0.01),p=.63"
elsa,gait,female,aehplus,"3,510",diabetes," -0.25(0.09),p=.01"," -0.00(0.01),p=.75"
elsa,gait,male,aehplus,"3,090",intercept,"  2.88(0.05),p<.01"," -0.02(0.01),p=.03"
elsa,gait,male,aehplus,"3,090",age,"--,p=  ----","--,p=  ----"
elsa,gait,male,aehplus,"3,090",education,"  0.50(0.04),p<.01","  0.00(0.01),p=.40"
elsa,gait,male,aehplus,"3,090",height,"  0.01(0.00),p<.01","  0.00(0.00),p=.37"
elsa,gait,male,aehplus,"3,090",smoking," -0.03(0.04),p=.42"," -0.01(0.01),p=.53"
elsa,gait,male,aehplus,"3,090",cardio," -0.12(0.05),p=.03"," -0.00(0.01),p=.55"
elsa,gait,male,aehplus,"3,090",diabetes," -0.09(0.06),p=.34"," -0.02(0.01),p=.46"
elsa,grip,female,aehplus,"3,511",intercept," 12.42(0.12),p<.01"," -0.17(0.01),p<.01"
elsa,grip,female,aehplus,"3,511",age,"--,p=  ----","--,p=  ----"
elsa,grip,female,aehplus,"3,511",education,"  0.93(0.13),p<.01"," -0.00(0.01),p=.39"
elsa,grip,female,aehplus,"3,511",height,"  0.11(0.01),p=.01"," -0.00(0.00),p=.27"
elsa,grip,female,aehplus,"3,511",smoking," -0.15(0.12),p=.29","  0.00(0.01),p=.63"
elsa,grip,female,aehplus,"3,511",cardio," -0.85(0.22),p=.09","  0.03(0.03),p=.39"
elsa,grip,female,aehplus,"3,511",diabetes," -0.89(0.27),p=.01","  0.01(0.03),p=.76"
elsa,grip,male,aehplus,"3,091",intercept," 19.17(0.20),p<.01"," -0.23(0.02),p=.16"
elsa,grip,male,aehplus,"3,091",age,"--,p=  ----","--,p=  ----"
elsa,grip,male,aehplus,"3,091",education,"  1.05(0.18),p<.01"," -0.02(0.02),p=.46"
elsa,grip,male,aehplus,"3,091",height,"  0.16(0.01),p<.01","  0.00(0.00),p=.55"
elsa,grip,male,aehplus,"3,091",smoking," -0.18(0.18),p=.52"," -0.01(0.02),p=.39"
elsa,grip,male,aehplus,"3,091",cardio," -0.22(0.24),p=.34"," -0.07(0.03),p=.16"
elsa,grip,male,aehplus,"3,091",diabetes," -1.11(0.30),p=.08"," -0.09(0.03),p=.22"
elsa,word_de,female,aehplus,"3,511",intercept,"  7.48(0.08),p<.01"," -0.10(0.01),p<.01"
elsa,word_de,female,aehplus,"3,511",age,"--,p=  ----","--,p=  ----"
elsa,word_de,female,aehplus,"3,511",education,"  0.78(0.08),p<.01","  0.00(0.01),p=.62"
elsa,word_de,female,aehplus,"3,511",height,"  0.07(0.01),p<.01"," -0.00(0.00),p=.37"
elsa,word_de,female,aehplus,"3,511",smoking," -0.17(0.08),p<.01","  0.01(0.01),p=.38"
elsa,word_de,female,aehplus,"3,511",cardio," -0.47(0.15),p=.16","  0.01(0.02),p=.51"
elsa,word_de,female,aehplus,"3,511",diabetes," -0.57(0.19),p=.06","  0.00(0.02),p=.67"
elsa,word_de,male,aehplus,"3,091",intercept," 10.86(0.13),p<.01"," -0.12(0.02),p=.31"
elsa,word_de,male,aehplus,"3,091",age,"--,p=  ----","--,p=  ----"
elsa,word_de,male,aehplus,"3,091",education,"  0.83(0.12),p<.01"," -0.02(0.01),p=.20"
elsa,word_de,male,aehplus,"3,091",height,"  0.09(0.01),p<.01","  0.00(0.00),p=.86"
elsa,word_de,male,aehplus,"3,091",smoking," -0.13(0.12),p=.40"," -0.01(0.01),p=.29"
elsa,word_de,male,aehplus,"3,091",cardio," -0.16(0.15),p=.26"," -0.01(0.02),p=.30"
elsa,word_de,male,aehplus,"3,091",diabetes," -0.66(0.19),p=.05"," -0.05(0.02),p=.21"
elsa,word_im,female,aehplus,"3,511",intercept,"  8.18(0.07),p<.01"," -0.10(0.01),p<.01"
elsa,word_im,female,aehplus,"3,511",age,"--,p=  ----","--,p=  ----"
elsa,word_im,female,aehplus,"3,511",education,"  0.65(0.08),p<.01","  0.01(0.01),p=.35"
elsa,word_im,female,aehplus,"3,511",height,"  0.06(0.01),p=.03"," -0.00(0.00),p=.15"
elsa,word_im,female,aehplus,"3,511",smoking," -0.09(0.07),p=.24"," -0.00(0.01),p=.64"
elsa,word_im,female,aehplus,"3,511",cardio," -0.51(0.14),p=.02","  0.02(0.02),p=.64"
elsa,word_im,female,aehplus,"3,511",diabetes," -0.55(0.18),p=.05","  0.00(0.02),p=.64"
elsa,word_im,male,aehplus,"3,091",intercept," 11.66(0.13),p<.01"," -0.13(0.02),p<.01"
elsa,word_im,male,aehplus,"3,091",age,"--,p=  ----","--,p=  ----"
elsa,word_im,male,aehplus,"3,091",education,"  0.75(0.11),p<.01"," -0.01(0.01),p=.52"
elsa,word_im,male,aehplus,"3,091",height,"  0.09(0.01),p<.01","  0.00(0.00),p=.44"
elsa,word_im,male,aehplus,"3,091",smoking," -0.15(0.11),p=.48"," -0.01(0.01),p=.30"
elsa,word_im,male,aehplus,"3,091",cardio," -0.21(0.15),p=.04"," -0.00(0.02),p=.62"
elsa,word_im,male,aehplus,"3,091",diabetes," -0.58(0.19),p=.25"," -0.05(0.02),p=.27"
hrs,gait,female,a,370,intercept,"  2.98(0.06),p<.01"," -0.05(0.01),p<.01"
hrs,gait,female,a,370,age," -0.03(0.01),p<.01"," -0.00(0.00),p=.29"
hrs,gait,female,a,370,education,"--,p=  ----","--,p=  ----"
hrs,gait,female,a,370,height,"--,p=  ----","--,p=  ----"
hrs,gait,female,a,370,smoking,"--,p=  ----","--,p=  ----"
hrs,gait,female,a,370,cardio,"--,p=  ----","--,p=  ----"
hrs,gait,female,a,370,diabetes,"--,p=  ----","--,p=  ----"
hrs,gait,female,aeh,370,intercept,"  2.58(0.09),p<.01"," -0.05(0.02),p<.01"
hrs,gait,female,aeh,370,age," -0.03(0.01),p<.01"," -0.00(0.00),p=.09"
hrs,gait,female,aeh,370,education,"  0.07(0.01),p<.01"," -0.00(0.00),p=.29"
hrs,gait,female,aeh,370,height,"  0.21(0.66),p=.59","  0.04(0.12),p=.51"
hrs,gait,female,aeh,370,smoking,"--,p=  ----","--,p=  ----"
hrs,gait,female,aeh,370,cardio,"--,p=  ----","--,p=  ----"
hrs,gait,female,aeh,370,diabetes,"--,p=  ----","--,p=  ----"
hrs,gait,female,aehplus,370,intercept,"  2.66(0.10),p<.01"," -0.04(0.02),p=.06"
hrs,gait,female,aehplus,370,age," -0.03(0.01),p<.01"," -0.00(0.00),p<.01"
hrs,gait,female,aehplus,370,education,"  0.07(0.01),p<.01"," -0.00(0.00),p=.16"
hrs,gait,female,aehplus,370,height,"  0.17(0.65),p=.60","  0.06(0.11),p=.41"
hrs,gait,female,aehplus,370,smoking,"  0.23(0.18),p=.23"," -0.09(0.04),p=.40"
hrs,gait,female,aehplus,370,cardio," -0.10(0.09),p=.24"," -0.01(0.02),p=.76"
hrs,gait,female,aehplus,370,diabetes," -0.07(0.10),p=.08"," -0.00(0.02),p=.88"
hrs,gait,male,a,318,intercept,"  2.85(0.06),p<.01"," -0.06(0.01),p<.01"
hrs,gait,male,a,318,age," -0.03(0.01),p=.05"," -0.00(0.00),p=.32"
hrs,gait,male,a,318,education,"--,p=  ----","--,p=  ----"
hrs,gait,male,a,318,height,"--,p=  ----","--,p=  ----"
hrs,gait,male,a,318,smoking,"--,p=  ----","--,p=  ----"
hrs,gait,male,a,318,cardio,"--,p=  ----","--,p=  ----"
hrs,gait,male,a,318,diabetes,"--,p=  ----","--,p=  ----"
hrs,gait,male,aeh,318,intercept,"  2.29(0.13),p<.01"," -0.06(0.03),p=.04"
hrs,gait,male,aeh,318,age," -0.02(0.01),p=.05"," -0.00(0.00),p=.35"
hrs,gait,male,aeh,318,education,"  0.07(0.01),p=.01"," -0.00(0.00),p=.38"
hrs,gait,male,aeh,318,height,"  0.60(0.55),p=.31","  0.01(0.12),p=.57"
hrs,gait,male,aeh,318,smoking,"--,p=  ----","--,p=  ----"
hrs,gait,male,aeh,318,cardio,"--,p=  ----","--,p=  ----"
hrs,gait,male,aeh,318,diabetes,"--,p=  ----","--,p=  ----"
hrs,gait,male,aehplus,318,intercept,"  2.39(0.14),p<.01"," -0.07(0.03),p=.02"
hrs,gait,male,aehplus,318,age," -0.02(0.01),p=.05"," -0.00(0.00),p=.05"
hrs,gait,male,aehplus,318,education,"  0.07(0.01),p=.01","  0.00(0.00),p=.31"
hrs,gait,male,aehplus,318,height,"  0.52(0.55),p=.42","  0.01(0.12),p=.69"
hrs,gait,male,aehplus,318,smoking," -0.10(0.15),p=.17","  0.03(0.04),p=.18"
hrs,gait,male,aehplus,318,cardio," -0.04(0.09),p=.57"," -0.01(0.02),p=.55"
hrs,gait,male,aehplus,318,diabetes," -0.13(0.11),p=.13"," -0.01(0.02),p=.35"
hrs,grip,female,a,641,intercept," 14.57(0.27),p<.01"," -0.31(0.05),p<.01"
hrs,grip,female,a,641,age," -0.17(0.03),p<.01"," -0.00(0.01),p=.48"
hrs,grip,female,a,641,education,"--,p=  ----","--,p=  ----"
hrs,grip,female,a,641,height,"--,p=  ----","--,p=  ----"
hrs,grip,female,a,641,smoking,"--,p=  ----","--,p=  ----"
hrs,grip,female,a,641,cardio,"--,p=  ----","--,p=  ----"
hrs,grip,female,a,641,diabetes,"--,p=  ----","--,p=  ----"
hrs,grip,female,aeh,641,intercept," 13.34(0.51),p<.01"," -0.17(0.11),p=.10"
hrs,grip,female,aeh,641,age," -0.16(0.03),p=.07"," -0.00(0.01),p=.47"
hrs,grip,female,aeh,641,education,"  0.21(0.11),p=.09"," -0.03(0.02),p=.20"
hrs,grip,female,aeh,641,height,"  5.74(3.51),p=.19","  0.87(0.72),p=.40"
hrs,grip,female,aeh,641,smoking,"--,p=  ----","--,p=  ----"
hrs,grip,female,aeh,641,cardio,"--,p=  ----","--,p=  ----"
hrs,grip,female,aeh,641,diabetes,"--,p=  ----","--,p=  ----"
hrs,grip,female,aehplus,641,intercept," 13.94(0.52),p<.01"," -0.16(0.11),p=.11"
hrs,grip,female,aehplus,641,age," -0.15(0.04),p<.01"," -0.00(0.01),p=.48"
hrs,grip,female,aehplus,641,education,"  0.19(0.10),p=.11"," -0.03(0.02),p=.10"
hrs,grip,female,aehplus,641,height,"  5.43(3.56),p=.23","  0.97(0.72),p=.35"
hrs,grip,female,aehplus,641,smoking," -0.86(0.62),p=.12","  0.01(0.13),p=.32"
hrs,grip,female,aehplus,641,cardio," -1.05(0.45),p=.04"," -0.02(0.09),p=.70"
hrs,grip,female,aehplus,641,diabetes," -0.57(0.43),p=.23"," -0.00(0.09),p=.50"
hrs,grip,male,a,507,intercept," 22.03(0.31),p<.01"," -0.53(0.04),p<.01"
hrs,grip,male,a,507,age," -0.30(0.04),p=.16"," -0.00(0.01),p=.40"
hrs,grip,male,a,507,education,"--,p=  ----","--,p=  ----"
hrs,grip,male,a,507,height,"--,p=  ----","--,p=  ----"
hrs,grip,male,a,507,smoking,"--,p=  ----","--,p=  ----"
hrs,grip,male,a,507,cardio,"--,p=  ----","--,p=  ----"
hrs,grip,male,a,507,diabetes,"--,p=  ----","--,p=  ----"
hrs,grip,male,aeh,507,intercept," 19.46(0.75),p<.01"," -0.48(0.13),p<.01"
hrs,grip,male,aeh,507,age," -0.28(0.05),p=.04"," -0.00(0.01),p=.35"
hrs,grip,male,aeh,507,education,"  0.06(0.10),p=.43"," -0.00(0.02),p=.67"
hrs,grip,male,aeh,507,height," 13.71(2.64),p=.12"," -0.37(0.52),p=.38"
hrs,grip,male,aeh,507,smoking,"--,p=  ----","--,p=  ----"
hrs,grip,male,aeh,507,cardio,"--,p=  ----","--,p=  ----"
hrs,grip,male,aeh,507,diabetes,"--,p=  ----","--,p=  ----"
hrs,grip,male,aehplus,507,intercept," 19.52(0.66),p<.01"," -0.36(0.13),p=.01"
hrs,grip,male,aehplus,507,age," -0.26(0.03),p<.01"," -0.01(0.01),p=.10"
hrs,grip,male,aehplus,507,education,"  0.08(0.08),p=.47"," -0.01(0.02),p=.32"
hrs,grip,male,aehplus,507,height," 13.25(2.86),p=.11"," -0.30(0.60),p=.47"
hrs,grip,male,aehplus,507,smoking,"  0.48(1.52),p=.58"," -0.33(0.29),p=.20"
hrs,grip,male,aehplus,507,cardio,"  0.10(0.51),p=.65"," -0.03(0.10),p=.78"
hrs,grip,male,aehplus,507,diabetes," -1.11(0.48),p=.16"," -0.11(0.11),p=.33"
hrs,pef,female,a,715,intercept,"139.89(1.56),p<.01"," -1.39(0.44),p=.23"
hrs,pef,female,a,715,age," -1.93(0.13),p=.13"," -0.13(0.04),p=.23"
hrs,pef,female,a,715,education,"--,p=  ----","--,p=  ----"
hrs,pef,female,a,715,height,"--,p=  ----","--,p=  ----"
hrs,pef,female,a,715,smoking,"--,p=  ----","--,p=  ----"
hrs,pef,female,a,715,cardio,"--,p=  ----","--,p=  ----"
hrs,pef,female,a,715,diabetes,"--,p=  ----","--,p=  ----"
hrs,pef,female,aeh,715,intercept,"126.28(2.87),p<.01"," -1.16(0.69),p=.20"
hrs,pef,female,aeh,715,age," -1.79(0.12),p=.04"," -0.13(0.03),p=.19"
hrs,pef,female,aeh,715,education,"  2.43(0.46),p<.01"," -0.04(0.11),p=.63"
hrs,pef,female,aeh,715,height," 47.09(23.58),p=.29","  2.98(4.29),p=.68"
hrs,pef,female,aeh,715,smoking,"--,p=  ----","--,p=  ----"
hrs,pef,female,aeh,715,cardio,"--,p=  ----","--,p=  ----"
hrs,pef,female,aeh,715,diabetes,"--,p=  ----","--,p=  ----"
hrs,pef,female,aehplus,715,intercept,"130.45(3.15),p<.01"," -1.10(0.65),p=.05"
hrs,pef,female,aehplus,715,age," -1.93(0.12),p<.01"," -0.13(0.02),p<.01"
hrs,pef,female,aehplus,715,education,"  2.23(0.46),p<.01"," -0.04(0.10),p=.41"
hrs,pef,female,aehplus,715,height," 50.65(23.33),p=.22","  2.53(3.65),p=.45"
hrs,pef,female,aehplus,715,smoking,"-23.43(4.49),p=.12","  0.28(0.86),p=.36"
hrs,pef,female,aehplus,715,cardio," -4.95(3.39),p=.14"," -0.30(0.64),p=.65"
hrs,pef,female,aehplus,715,diabetes,"  3.73(3.58),p=.36"," -0.70(0.65),p=.35"
hrs,pef,male,a,535,intercept,"204.92(2.55),p<.01"," -2.87(0.52),p=.01"
hrs,pef,male,a,535,age," -2.17(0.22),p=.14"," -0.19(0.05),p=.04"
hrs,pef,male,a,535,education,"--,p=  ----","--,p=  ----"
hrs,pef,male,a,535,height,"--,p=  ----","--,p=  ----"
hrs,pef,male,a,535,smoking,"--,p=  ----","--,p=  ----"
hrs,pef,male,a,535,cardio,"--,p=  ----","--,p=  ----"
hrs,pef,male,a,535,diabetes,"--,p=  ----","--,p=  ----"
hrs,pef,male,aeh,535,intercept,"162.02(6.98),p<.01"," -3.30(1.55),p=.03"
hrs,pef,male,aeh,535,age," -1.84(0.22),p=.13"," -0.18(0.05),p=.16"
hrs,pef,male,aeh,535,education,"  4.05(0.74),p<.01","  0.09(0.20),p=.74"
hrs,pef,male,aeh,535,height,"116.38(31.97),p=.11"," -0.87(6.34),p=.65"
hrs,pef,male,aeh,535,smoking,"--,p=  ----","--,p=  ----"
hrs,pef,male,aeh,535,cardio,"--,p=  ----","--,p=  ----"
hrs,pef,male,aeh,535,diabetes,"--,p=  ----","--,p=  ----"
hrs,pef,male,aehplus,535,intercept,"171.49(7.34),p<.01"," -2.96(1.35),p=.02"
hrs,pef,male,aehplus,535,age," -2.28(0.24),p<.01"," -0.16(0.04),p<.01"
hrs,pef,male,aehplus,535,education,"  3.62(0.72),p<.01"," -0.01(0.14),p=.53"
hrs,pef,male,aehplus,535,height," 99.94(31.90),p=.07","  6.98(5.01),p=.30"
hrs,pef,male,aehplus,535,smoking,"-28.10(7.66),p=.17"," -0.17(1.06),p=.49"
hrs,pef,male,aehplus,535,cardio,"  1.11(5.31),p=.67"," -1.83(0.82),p=.36"
