study name,process,subgroup,model type,n,species,intercept,slope
eas,information,male,a,352,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,information,male,ae,352,age," -0.24(0.12),p=.44"," -0.04(0.04),p=.50"
eas,information,male,ae,352,education," -0.10(0.19),p=.12","  0.02(0.06),p=.21"
eas,information,male,ae,352,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,information,male,ae,352,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,information,male,ae,352,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,information,male,ae,352,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,information,male,aeh,71,age," -0.26(0.20),p=.53"," -0.02(0.07),p=.66"
eas,information,male,aeh,71,education,"  0.66(0.30),p=.15","  0.02(0.10),p=.55"
eas,information,male,aeh,71,height,"  0.05(0.15),p=.71","  0.00(0.05),p=.85"
eas,information,male,aeh,71,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,information,male,aeh,71,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,information,male,aeh,71,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,information,male,aehplus,71,age," -0.26(0.30),p=.66"," -0.02(0.09),p=.78"
eas,information,male,aehplus,71,education,"  0.67(0.40),p=.27","  0.03(0.14),p=.74"
eas,information,male,aehplus,71,height,"  0.04(0.21),p=.82","  0.01(0.06),p=.93"
eas,information,male,aehplus,71,smoking," -0.24(2.89),p=.91","  0.27(0.88),p=.75"
eas,information,male,aehplus,71,cardio," -1.23(3.09),p=.72","  0.31(1.28),p=.86"
eas,information,male,aehplus,71,diabetes," -1.40(2.86),p=.58"," -0.10(1.14),p=.90"
eas,information,male,full,71,age," -0.27(0.33),p=.70"," -0.01(0.10),p=.88"
eas,information,male,full,71,education,"  0.67(0.44),p=.31","  0.04(0.16),p=.77"
eas,information,male,full,71,height," -0.01(0.21),p=.78","  0.01(0.07),p=.83"
eas,information,male,full,71,smoking," -0.46(3.11),p=.92","  0.29(0.91),p=.90"
eas,information,male,full,71,cardio," -1.34(3.07),p=.74","  0.30(1.19),p=.88"
eas,information,male,full,71,diabetes," -1.65(3.03),p=.58","  0.01(1.15),p=.92"
eas,logic_tot,female,a,554,age," -0.22(0.08),p<.01"," -0.03(0.02),p=.31"
eas,logic_tot,female,a,554,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,a,554,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,a,554,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,a,554,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,a,554,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,ae,554,age," -0.21(0.08),p<.01"," -0.03(0.02),p=.37"
eas,logic_tot,female,ae,554,education,"  0.77(0.11),p=.08","  0.01(0.03),p=.56"
eas,logic_tot,female,ae,554,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,ae,554,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,ae,554,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,ae,554,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,aeh,150,age," -0.11(0.13),p=.38"," -0.03(0.03),p=.55"
eas,logic_tot,female,aeh,150,education,"  0.68(0.20),p=.21","  0.05(0.04),p=.77"
eas,logic_tot,female,aeh,150,height,"  0.09(0.10),p=.38"," -0.00(0.02),p=.73"
eas,logic_tot,female,aeh,150,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,aeh,150,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,aeh,150,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,female,aehplus,150,age," -0.12(0.13),p=.32"," -0.03(0.03),p=.64"
eas,logic_tot,female,aehplus,150,education,"  0.57(0.22),p=.17","  0.06(0.04),p=.75"
eas,logic_tot,female,aehplus,150,height,"  0.08(0.10),p=.40"," -0.00(0.02),p=.80"
eas,logic_tot,female,aehplus,150,smoking,"  0.80(1.11),p=.47"," -0.02(0.30),p=.94"
eas,logic_tot,female,aehplus,150,cardio,"  0.21(3.01),p=.92","  0.26(0.73),p=.72"
eas,logic_tot,female,aehplus,150,diabetes," -1.60(1.90),p=.37","  0.04(0.40),p=.77"
eas,logic_tot,female,full,150,age," -0.12(0.13),p=.34"," -0.03(0.03),p=.66"
eas,logic_tot,female,full,150,education,"  0.57(0.22),p=.18","  0.05(0.04),p=.78"
eas,logic_tot,female,full,150,height,"  0.14(0.10),p=.41"," -0.00(0.02),p=.88"
eas,logic_tot,female,full,150,smoking,"  0.80(1.13),p=.53"," -0.03(0.30),p=.92"
eas,logic_tot,female,full,150,cardio,"  0.24(3.13),p=.91","  0.27(0.79),p=.73"
eas,logic_tot,female,full,150,diabetes," -1.59(2.00),p=.39","  0.05(0.47),p=.81"
eas,logic_tot,male,a,349,age," -0.32(0.12),p=.07"," -0.08(0.04),p=.06"
eas,logic_tot,male,a,349,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,a,349,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,a,349,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,a,349,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,a,349,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,ae,349,age," -0.32(0.12),p=.06"," -0.08(0.04),p=.04"
eas,logic_tot,male,ae,349,education,"  0.07(0.16),p=.15"," -0.07(0.05),p=.18"
eas,logic_tot,male,ae,349,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,ae,349,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,ae,349,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,ae,349,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,aeh,72,age," -0.27(0.35),p=.48"," -0.11(0.10),p=.24"
eas,logic_tot,male,aeh,72,education,"  0.75(0.49),p=.18"," -0.19(0.12),p=.09"
eas,logic_tot,male,aeh,72,height,"  0.09(0.23),p=.60"," -0.00(0.07),p=.72"
eas,logic_tot,male,aeh,72,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,aeh,72,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,aeh,72,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,logic_tot,male,aehplus,72,age," -0.28(0.31),p=.55"," -0.08(0.09),p=.41"
eas,logic_tot,male,aehplus,72,education,"  0.74(0.42),p=.24"," -0.13(0.09),p=.20"
eas,logic_tot,male,aehplus,72,height,"  0.09(0.18),p=.59"," -0.01(0.05),p=.68"
eas,logic_tot,male,aehplus,72,smoking," -0.17(3.49),p=.96","  0.18(0.77),p=.84"
eas,logic_tot,male,aehplus,72,cardio,"  0.34(3.02),p=.69","  0.16(0.99),p=.54"
eas,logic_tot,male,aehplus,72,diabetes,"  0.62(3.36),p=.58","  0.34(1.30),p=.67"
eas,logic_tot,male,full,72,age," -0.28(0.36),p=.59"," -0.08(0.10),p=.46"
eas,logic_tot,male,full,72,education,"  0.77(0.47),p=.26"," -0.13(0.11),p=.23"
eas,logic_tot,male,full,72,height,"  0.09(0.19),p=.61"," -0.01(0.06),p=.72"
eas,logic_tot,male,full,72,smoking," -0.40(3.41),p=.92","  0.20(0.80),p=.88"
eas,logic_tot,male,full,72,cardio,"  0.45(3.37),p=.75","  0.14(1.06),p=.60"
eas,logic_tot,male,full,72,diabetes,"  0.86(3.43),p=.63","  0.55(1.41),p=.63"
eas,mmms,female,a,491,age," -0.03(0.06),p=.44"," -0.03(0.01),p=.10"
eas,mmms,female,a,491,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,a,491,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,a,491,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,a,491,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,a,491,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,ae,491,age," -0.03(0.06),p=.41"," -0.03(0.01),p=.12"
eas,mmms,female,ae,491,education," -0.01(0.08),p=.52","  0.00(0.02),p=.62"
eas,mmms,female,ae,491,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,ae,491,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,ae,491,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,ae,491,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,aeh,111,age," -0.00(0.08),p=.71"," -0.03(0.02),p=.33"
eas,mmms,female,aeh,111,education,"  0.08(0.10),p=.30"," -0.00(0.03),p=.36"
eas,mmms,female,aeh,111,height,"  0.07(0.05),p=.64"," -0.00(0.01),p=.84"
eas,mmms,female,aeh,111,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,aeh,111,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,aeh,111,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,female,aehplus,111,age," -0.00(0.08),p=.74"," -0.04(0.03),p=.45"
eas,mmms,female,aehplus,111,education,"  0.08(0.11),p=.33"," -0.00(0.03),p=.48"
eas,mmms,female,aehplus,111,height,"  0.05(0.06),p=.72"," -0.00(0.02),p=.82"
eas,mmms,female,aehplus,111,smoking," -0.00(0.64),p=.49","  0.03(0.23),p=.79"
eas,mmms,female,aehplus,111,cardio," -0.02(1.55),p=.84","  0.14(0.47),p=.68"
eas,mmms,female,aehplus,111,diabetes," -1.17(1.06),p=.59","  0.10(0.29),p=.81"
eas,mmms,female,full,111,age," -0.00(0.08),p=.76"," -0.03(0.03),p=.49"
eas,mmms,female,full,111,education,"  0.08(0.11),p=.33"," -0.00(0.03),p=.52"
eas,mmms,female,full,111,height,"  0.00(0.06),p=.79"," -0.00(0.02),p=.74"
eas,mmms,female,full,111,smoking," -0.04(0.66),p=.46","  0.03(0.24),p=.89"
eas,mmms,female,full,111,cardio,"  0.02(1.60),p=.80","  0.14(0.45),p=.67"
eas,mmms,female,full,111,diabetes," -1.19(1.07),p=.58","  0.12(0.29),p=.78"
eas,mmms,male,a,383,age," -0.26(0.10),p=.48"," -0.05(0.03),p=.06"
eas,mmms,male,a,383,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,a,383,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,a,383,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,a,383,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,a,383,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,ae,383,age," -0.26(0.10),p=.47"," -0.05(0.03),p=.06"
eas,mmms,male,ae,383,education," -0.00(0.16),p=.75"," -0.00(0.04),p=.96"
eas,mmms,male,ae,383,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,ae,383,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,ae,383,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,ae,383,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,aeh,72,age," -0.21(0.12),p=.65"," -0.03(0.05),p=.67"
eas,mmms,male,aeh,72,education,"  0.07(0.19),p=.30","  0.00(0.07),p=.92"
eas,mmms,male,aeh,72,height,"  0.07(0.09),p=.84"," -0.00(0.04),p=.93"
eas,mmms,male,aeh,72,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,aeh,72,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,aeh,72,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,mmms,male,aehplus,72,age," -0.23(0.15),p=.69"," -0.02(0.06),p=.77"
eas,mmms,male,aehplus,72,education,"  0.06(0.25),p=.42","  0.00(0.08),p=.83"
eas,mmms,male,aehplus,72,height,"  0.05(0.12),p=.90","  0.00(0.03),p=.91"
eas,mmms,male,aehplus,72,smoking," -0.23(1.91),p=.73","  0.24(0.52),p=.64"
eas,mmms,male,aehplus,72,cardio," -0.25(2.34),p=.90","  0.41(0.78),p=.81"
eas,mmms,male,aehplus,72,diabetes," -0.28(1.81),p=.84","  0.03(0.70),p=.86"
eas,mmms,male,full,72,age," -0.24(0.17),p=.66"," -0.02(0.07),p=.80"
eas,mmms,male,full,72,education,"  0.06(0.29),p=.45","  0.00(0.09),p=.86"
eas,mmms,male,full,72,height," -0.00(0.13),p=.98","  0.00(0.05),p=.95"
eas,mmms,male,full,72,smoking," -0.50(2.09),p=.72","  0.21(0.63),p=.71"
eas,mmms,male,full,72,cardio," -0.07(3.13),p=.84","  0.41(1.11),p=.79"
eas,mmms,male,full,72,diabetes," -0.05(1.96),p=.95","  0.04(0.88),p=.80"
eas,pef,female,a,580,age," -1.04(0.97),p<.01","  0.08(0.24),p=.36"
eas,pef,female,a,580,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,580,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,580,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,580,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,580,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,592,age," -2.44(0.73),p<.01"," -0.14(0.18),p=.27"
eas,pef,female,a,592,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,592,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,592,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,592,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,592,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,595,age," -2.01(0.72),p=.11"," -0.15(0.18),p=.34"
eas,pef,female,a,595,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,595,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,595,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,595,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,a,595,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,563,age," -2.13(0.64),p=.01"," -0.14(0.14),p=.19"
eas,pef,female,ae,563,education,"  0.97(0.94),p=.31"," -0.24(0.22),p=.17"
eas,pef,female,ae,563,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,563,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,563,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,563,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,580,age," -1.10(0.94),p<.01","  0.07(0.24),p=.34"
eas,pef,female,ae,580,education," -3.33(1.55),p=.32"," -0.17(0.39),p=.34"
eas,pef,female,ae,580,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,580,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,580,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,580,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,592,age," -2.22(0.76),p<.01"," -0.22(0.22),p=.21"
eas,pef,female,ae,592,education,"  1.61(1.26),p=.31"," -0.26(0.39),p=.31"
eas,pef,female,ae,592,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,592,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,592,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,592,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,595,age," -2.02(0.72),p=.14"," -0.15(0.18),p=.34"
eas,pef,female,ae,595,education,"  0.63(1.15),p=.35"," -0.24(0.32),p=.29"
eas,pef,female,ae,595,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,595,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,595,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,ae,595,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,aeh,150,age," -2.22(1.34),p=.11","  0.12(0.26),p=.45"
eas,pef,female,aeh,150,education," -1.36(1.96),p=.20","  0.14(0.51),p=.41"
eas,pef,female,aeh,150,height,"  0.22(0.82),p=.66","  0.27(0.19),p=.15"
eas,pef,female,aeh,150,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,aeh,150,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,aeh,150,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,female,aehplus,150,age," -2.26(1.61),p=.10","  0.12(0.39),p=.54"
eas,pef,female,aehplus,150,education," -1.86(2.39),p=.21","  0.18(0.67),p=.35"
eas,pef,female,aehplus,150,height,"  0.18(1.04),p=.75","  0.29(0.23),p=.13"
eas,pef,female,aehplus,150,smoking," -0.24(11.80),p=.70","  0.92(2.68),p=.72"
eas,pef,female,aehplus,150,cardio,"-13.13(24.03),p=.49","  1.16(7.94),p=.79"
eas,pef,female,aehplus,150,diabetes,"-14.83(20.60),p=.18"," -0.28(5.63),p=.75"
eas,pef,female,full,150,age," -2.32(1.64),p=.09","  0.14(0.38),p=.61"
eas,pef,female,full,150,education," -1.84(2.42),p=.21","  0.17(0.68),p=.42"
eas,pef,female,full,150,height,"  0.20(1.07),p=.79","  0.31(0.25),p=.35"
eas,pef,female,full,150,smoking," -0.07(11.55),p=.64","  0.92(3.01),p=.74"
eas,pef,female,full,150,cardio,"-13.78(25.80),p=.49","  1.16(7.83),p=.81"
eas,pef,female,full,150,diabetes,"-15.55(21.69),p=.18"," -0.12(7.14),p=.78"
eas,pef,male,a,358,age," -2.25(1.69),p=.17"," -0.11(0.44),p=.67"
eas,pef,male,a,358,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,358,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,358,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,358,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,358,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,377,age," -2.53(1.73),p=.09"," -0.15(0.49),p=.46"
eas,pef,male,a,377,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,377,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,377,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,377,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,377,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,379,age," -1.83(1.68),p=.39"," -0.28(0.48),p=.58"
eas,pef,male,a,379,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,379,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,379,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,379,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,a,379,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,350,age," -2.34(1.51),p=.50"," -0.12(0.31),p=.38"
eas,pef,male,ae,350,education,"  0.19(2.06),p=.89"," -0.01(0.51),p=.98"
eas,pef,male,ae,350,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,350,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,350,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,350,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,368,age," -1.32(2.03),p=.09"," -0.03(0.54),p=.66"
eas,pef,male,ae,368,education,"  0.73(2.90),p=.63"," -0.09(0.77),p=.80"
eas,pef,male,ae,368,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,368,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,368,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,368,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,377,age," -2.36(1.91),p=.14"," -0.23(0.61),p=.41"
eas,pef,male,ae,377,education,"  0.19(2.75),p=.89","  0.03(0.74),p=.94"
eas,pef,male,ae,377,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,377,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,377,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,377,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,379,age," -1.84(1.67),p=.39"," -0.28(0.51),p=.60"
eas,pef,male,ae,379,education,"  1.23(2.51),p=.80"," -0.19(0.55),p=.71"
eas,pef,male,ae,379,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,379,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,379,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,ae,379,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,aeh,72,age," -2.25(2.68),p=.42","  0.26(0.68),p=.79"
eas,pef,male,aeh,72,education,"  3.09(3.91),p=.16","  0.26(0.96),p=.73"
eas,pef,male,aeh,72,height,"  1.59(2.07),p=.30"," -0.08(0.65),p=.83"
eas,pef,male,aeh,72,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,aeh,72,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,aeh,72,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,pef,male,aehplus,72,age," -2.50(4.14),p=.53","  0.25(1.25),p=.86"
eas,pef,male,aehplus,72,education,"  2.47(5.92),p=.39","  0.20(1.43),p=.86"
eas,pef,male,aehplus,72,height,"  1.64(2.53),p=.38"," -0.10(0.85),p=.76"
eas,pef,male,aehplus,72,smoking,"-15.33(49.97),p=.68","  1.21(12.02),p=.80"
eas,pef,male,aehplus,72,cardio,"-12.96(49.43),p=.74"," -0.25(14.45),p=.85"
eas,pef,male,aehplus,72,diabetes," -5.81(35.54),p=.75"," -0.22(12.07),p=.88"
eas,pef,male,full,72,age," -2.69(4.55),p=.59","  0.25(1.70),p=.88"
eas,pef,male,full,72,education,"  2.43(6.55),p=.38","  0.17(1.64),p=.87"
eas,pef,male,full,72,height,"  1.59(2.97),p=.48"," -0.03(1.04),p=.92"
eas,pef,male,full,72,smoking,"-19.17(66.49),p=.72","  1.17(16.71),p=.88"
eas,pef,male,full,72,cardio," -9.33(56.01),p=.73"," -0.57(17.53),p=.87"
eas,pef,male,full,72,diabetes," -0.97(42.34),p=.86","  0.02(13.56),p=.87"
eas,symbol,female,a,592,age," -0.61(0.13),p<.01"," -0.06(0.02),p=.05"
eas,symbol,female,a,592,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,a,592,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,a,592,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,a,592,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,a,592,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,ae,592,age," -0.57(0.11),p<.01"," -0.05(0.03),p=.07"
eas,symbol,female,ae,592,education,"  1.59(0.18),p=.06"," -0.07(0.05),p=.17"
eas,symbol,female,ae,592,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,ae,592,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,ae,592,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,ae,592,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,aeh,150,age," -0.37(0.26),p=.14"," -0.05(0.03),p=.09"
eas,symbol,female,aeh,150,education,"  1.20(0.35),p=.20","  0.02(0.07),p=.57"
eas,symbol,female,aeh,150,height,"  0.08(0.19),p=.67","  0.00(0.03),p=.89"
eas,symbol,female,aeh,150,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,aeh,150,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,aeh,150,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,female,aehplus,150,age," -0.40(0.27),p=.12"," -0.05(0.04),p=.13"
eas,symbol,female,aehplus,150,education,"  1.07(0.36),p=.15","  0.01(0.08),p=.57"
eas,symbol,female,aehplus,150,height,"  0.06(0.20),p=.79","  0.01(0.04),p=.87"
eas,symbol,female,aehplus,150,smoking,"  2.26(2.23),p=.30","  0.03(0.42),p=.86"
eas,symbol,female,aehplus,150,cardio," -4.99(6.91),p=.49","  0.08(1.05),p=.91"
eas,symbol,female,aehplus,150,diabetes," -6.70(2.85),p=.02"," -0.26(0.61),p=.71"
eas,symbol,female,full,150,age," -0.41(0.28),p=.13"," -0.05(0.04),p=.15"
eas,symbol,female,full,150,education,"  1.07(0.37),p=.15","  0.01(0.08),p=.57"
eas,symbol,female,full,150,height,"  0.09(0.21),p=.79","  0.01(0.04),p=.83"
eas,symbol,female,full,150,smoking,"  2.27(2.33),p=.31","  0.03(0.46),p=.87"
eas,symbol,female,full,150,cardio," -5.01(6.78),p=.50","  0.08(1.07),p=.91"
eas,symbol,female,full,150,diabetes," -6.74(2.91),p=.02"," -0.24(0.63),p=.70"
eas,symbol,male,a,377,age," -0.39(0.16),p=.04"," -0.08(0.04),p=.11"
eas,symbol,male,a,377,education,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,male,a,377,height,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,male,a,377,smoking,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,male,a,377,cardio,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,male,a,377,diabetes,"    NA(  NA),p= NA","    NA(  NA),p= NA"
eas,symbol,male,ae,377,age," -0.39(0.16),p=.04"," -0.09(0.05),p=.09"
eas,symbol,male,ae,377,education,"  0.02(0.18),p=.55"," -0.03(0.08),p=.57"
