"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:15 PM","satsa","b1","female","aeh","pulmonary","executive","fev","digitsback",TRUE,478,7,NA,29,-3295.465,6648.93,6769.848,6677.806,6652.81392857143,"b1_female_aeh_pulmonary_executive_fev_digitsback.out"," satsa.dat",0.069,0.023,0.002,0,0,0.039,-0.005,0.002,0.008,-0.002,0.002,0.36,-0.004,0.011,0.686,0.09,0.009,0,0,0,0,-0.001,0.001,0.233,0.054,0.001,0,0.732,0.09,0,0.001,0.001,0.009,-0.007,0.006,0.192,1.045,0.035,0,1.751,0.026,0,-0.028,0.003,0,3.765,0.073,0,-0.038,0.008,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:57 PM","satsa","b1","female","aeh","pulmonary","global","fev","mmse",TRUE,480,7,NA,29,-4397.049,8852.098,8973.138,8881.095,8855.96466666667,"b1_female_aeh_pulmonary_global_fev_mmse.out"," satsa.dat",-0.017,0.04,0.663,0.001,0.001,0.135,0,0.007,0.994,0.006,0.003,0.056,0.055,0.017,0.001,0.089,0.009,0,0,0,0,-0.001,0,0.305,0.055,0.001,0,0.732,0.192,0,0.045,0.004,0,0.05,0.018,0.005,3.08,0.073,0,1.754,0.026,0,-0.03,0.003,0,27.968,0.105,0,-0.269,0.024,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:41 PM","satsa","b1","female","aeh","pulmonary","knowledge","fev","anal",TRUE,476,7,NA,29,-4408.423,8874.845,8995.642,8903.6,8878.74634529148,"b1_female_aeh_pulmonary_knowledge_fev_anal.out"," satsa.dat",0.187,0.067,0.005,0,0,0.423,-0.005,0.005,0.374,-0.001,0.005,0.873,0.01,0.02,0.606,0.089,0.009,0,0,0,0,-0.001,0.001,0.254,0.054,0.001,0,6.174,0.71,0,0.014,0.004,0.001,-0.057,0.047,0.221,5.133,0.235,0,1.75,0.026,0,-0.027,0.003,0,13.049,0.238,0,-0.098,0.021,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:28 PM","satsa","b1","female","aeh","pulmonary","knowledge","fev","info",TRUE,479,7,NA,29,-5837.28,11732.56,11853.54,11761.497,11736.4352783964,"b1_female_aeh_pulmonary_knowledge_fev_info.out"," satsa.dat",0.114,0.128,0.371,0.001,0.001,0.049,-0.006,0.01,0.544,0,0.011,0.986,0.085,0.027,0.002,0.09,0.009,0,0,0,0,-0.001,0.001,0.185,0.054,0.001,0,45.04,3.685,0,0.102,0.014,0,-0.48,0.203,0.018,11.059,0.43,0,1.752,0.026,0,-0.028,0.003,0,27.705,0.435,0,-0.293,0.035,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:37 PM","satsa","b1","female","aeh","pulmonary","knowledge","fev","synon",TRUE,478,7,NA,29,-4791.379,9640.758,9761.677,9669.634,9644.64192857143,"b1_female_aeh_pulmonary_knowledge_fev_synon.out"," satsa.dat",0.256,0.088,0.004,0,0,0.256,-0.002,0.005,0.735,-0.008,0.007,0.259,0.039,0.02,0.047,0.09,0.009,0,0,0,0,-0.001,0,0.228,0.054,0.001,0,19.963,1.805,0,0.011,0.003,0.001,-0.049,0.069,0.474,4.482,0.216,0,1.749,0.026,0,-0.027,0.003,0,17.407,0.283,0,-0.109,0.017,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:06 PM","satsa","b1","female","aeh","pulmonary","memory","fev","digitsforward",TRUE,478,7,NA,29,-2889.608,5837.216,5958.135,5866.092,5841.09992857143,"b1_female_aeh_pulmonary_memory_fev_digitsforward.out"," satsa.dat",0.022,0.019,0.249,0,0,0.587,-0.001,0.001,0.521,0,0.001,0.916,0.011,0.006,0.076,0.089,0.009,0,0,0,0,-0.001,0,0.243,0.054,0.001,0,0.689,0.085,0,0,0,0.681,-0.002,0.004,0.71,0.61,0.028,0,1.752,0.025,0,-0.028,0.003,0,5.517,0.075,0,-0.024,0.006,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:32 PM","satsa","b1","female","aeh","pulmonary","memory","fev","figurememory",TRUE,478,7,NA,29,-4854.781,9767.562,9888.481,9796.438,9771.44592857143,"b1_female_aeh_pulmonary_memory_fev_figurememory.out"," satsa.dat",0.137,0.075,0.066,0,0,0.312,-0.001,0.006,0.865,-0.002,0.007,0.778,0.039,0.024,0.107,0.089,0.009,0,0,0,0,-0.001,0,0.234,0.054,0.001,0,11.6,1.164,0,0.02,0.005,0,-0.143,0.072,0.046,6.917,0.316,0,1.75,0.025,0,-0.028,0.003,0,20.405,0.257,0,-0.185,0.022,0
"Mplus VERSION 7.3 (Mac)","0.1","06/15/2015"," 9:53 PM","satsa","b1","female","aeh","pulmonary","reasoning","fev","block",TRUE,477,7,NA,29,-5538.817,11135.635,11256.493,11164.45,11139.5276174497,"b1_female_aeh_pulmonary_reasoning_fev_block.out"," satsa.dat",0.391,0.134,0.004,0.001,0.001,0.245,-0.002,0.009,0.85,0.01,0.009,0.248,0.054,0.027,0.043,0.09,0.009,0,0,0,0,-0.001,0,0.202,0.054,0.001,0,36.036,3.303,0,0.033,0.006,0,-0.351,0.127,0.006,11.033,0.269,0,1.75,0.025,0,-0.028,0.003,0,16.254,0.422,0,-0.373,0.029,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:15 PM","satsa","b1","female","aeh","pulmonary","speed","fev","figid",TRUE,478,7,NA,29,-5836.413,11730.827,11851.746,11759.703,11734.7109285714,"b1_female_aeh_pulmonary_speed_fev_figid.out"," satsa.dat",0.215,0.117,0.065,0.001,0.001,0.192,0.012,0.009,0.187,0.007,0.009,0.435,-0.038,0.032,0.238,0.09,0.009,0,0,0,0,-0.001,0.001,0.205,0.054,0.001,0,36.748,3.606,0,0.102,0.018,0,-0.57,0.216,0.008,17.855,0.774,0,1.752,0.026,0,-0.028,0.003,0,27.639,0.448,0,-0.559,0.045,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015","12:57 PM","satsa","b1","female","aeh","pulmonary","speed","fev","symbol",TRUE,477,7,NA,29,-6115.658,12289.317,12410.175,12318.133,12293.2096174497,"b1_female_aeh_pulmonary_speed_fev_symbol.out"," satsa.dat",0.245,0.196,0.211,0,0.001,0.844,0.015,0.014,0.29,0.022,0.017,0.2,0.047,0.042,0.267,0.09,0.011,0,0,0,0,-0.001,0.001,0.34,0.054,0.005,0,72.692,6.819,0,0.091,0.028,0.001,-0.587,0.326,0.071,27.524,2.435,0,1.753,0.022,0,-0.028,0.002,0,33.858,0.593,0,-0.858,0.045,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:26 PM","satsa","b1","female","aeh","pulmonary","visuospatial","fev","rotations",TRUE,476,7,NA,29,-6610.071,13278.143,13398.94,13306.898,13282.0443452915,"b1_female_aeh_pulmonary_visuospatial_fev_rotations.out"," satsa.dat",0.891,0.307,0.004,0.001,0.001,0.342,0.008,0.022,0.699,0.002,0.023,0.916,0.017,0.088,0.849,0.089,0.009,0,0,0,0,-0.001,0,0.234,0.054,0.001,0,192.068,21.489,0,0.062,0.077,0.419,0.095,0.987,0.923,115.2,5.138,0,1.751,0.026,0,-0.028,0.003,0,41.779,1.254,0,-1.045,0.109,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:23 PM","satsa","b1","female","aehplus","muscle","global","grip","mmse",TRUE,412,7,NA,41,-8108.571,16299.142,16464.004,16333.903,16308.4501081081,"b1_female_aehplus_muscle_global_grip_mmse.out"," satsa.dat",0.096,0.635,0.88,0.008,0.009,0.336,0.108,0.093,0.245,-0.035,0.06,0.558,1.07,0.302,0,13.981,2.426,0,0.024,0.012,0.048,0.042,0.14,0.763,21.585,1.054,0,0.785,0.235,0.001,0.037,0.004,0,0.059,0.019,0.002,3.131,0.086,0,21.455,0.45,0,-0.568,0.047,0,28.055,0.138,0,-0.289,0.026,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:26 PM","satsa","b1","female","aehplus","muscle","knowledge","grip","anal",TRUE,410,7,NA,41,-8149.448,16380.897,16545.559,16415.459,16390.2556956522,"b1_female_aehplus_muscle_knowledge_grip_anal.out"," satsa.dat",-0.075,0.975,0.938,0.006,0.005,0.196,0.13,0.078,0.097,0.025,0.067,0.715,1.219,0.43,0.005,13.885,2.415,0,0.021,0.011,0.063,0.064,0.137,0.643,21.6,1.062,0,6.308,0.805,0,0.013,0.005,0.004,-0.056,0.052,0.281,5.197,0.266,0,21.477,0.446,0,-0.567,0.042,0,13.137,0.3,0,-0.118,0.025,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:27 PM","satsa","b1","female","aehplus","muscle","knowledge","grip","info",TRUE,411,7,NA,41,-9359.331,18800.662,18965.425,18835.323,18809.9953333333,"b1_female_aehplus_muscle_knowledge_grip_info.out"," satsa.dat",2.528,2.398,0.292,0.031,0.014,0.026,-0.003,0.176,0.984,-0.238,0.218,0.275,0.874,0.571,0.126,13.985,2.421,0,0.023,0.012,0.052,0.041,0.138,0.767,21.574,1.073,0,45.512,4.183,0,0.101,0.016,0,-0.649,0.241,0.007,11.454,0.493,0,21.473,0.447,0,-0.57,0.043,0,27.865,0.566,0,-0.286,0.046,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:31 PM","satsa","b1","female","aehplus","muscle","knowledge","grip","synon",TRUE,410,7,NA,41,-8456.063,16994.126,17158.788,17028.687,17003.4846956522,"b1_female_aehplus_muscle_knowledge_grip_synon.out"," satsa.dat",1.666,1.426,0.242,0.004,0.006,0.47,0.042,0.077,0.585,-0.077,0.127,0.544,0.629,0.383,0.1,14.06,2.416,0,0.021,0.012,0.079,0.056,0.141,0.692,21.568,1.068,0,18.318,1.701,0,0.01,0.004,0.004,-0.049,0.069,0.471,4.453,0.238,0,21.476,0.455,0,-0.567,0.043,0,17.721,0.34,0,-0.126,0.02,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:33 PM","satsa","b1","female","aehplus","muscle","speed","grip","symbol",TRUE,410,7,NA,41,-9614.315,19310.63,19475.293,19345.192,19319.9886956522,"b1_female_aehplus_muscle_speed_grip_symbol.out"," satsa.dat",6.877,2.634,0.009,0.016,0.013,0.195,-0.03,0.178,0.867,-0.318,0.21,0.13,2.61,0.885,0.003,14.026,2.241,0,0.022,0.016,0.164,0.048,0.148,0.745,21.564,1.144,0,69.174,7.269,0,0.09,0.032,0.005,-0.687,0.35,0.049,27.619,2.763,0,21.483,0.397,0,-0.566,0.038,0,34.511,0.76,0,-0.823,0.054,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:18 PM","satsa","b1","female","aehplus","pulmonary","executive","fev","digitsback",TRUE,410,7,NA,41,-2846.874,5775.747,5940.409,5810.309,5785.10569565217,"b1_female_aehplus_pulmonary_executive_fev_digitsback.out"," satsa.dat",0.082,0.027,0.002,0,0,0.185,-0.005,0.002,0.022,0,0.002,0.918,-0.007,0.012,0.578,0.087,0.01,0,0,0,0,-0.001,0.001,0.219,0.057,0.001,0,0.761,0.101,0,0.002,0.001,0.009,-0.01,0.007,0.136,1.039,0.039,0,1.799,0.035,0,-0.025,0.003,0,3.672,0.096,0,-0.043,0.01,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:34 PM","satsa","b1","female","aehplus","pulmonary","global","fev","mmse",TRUE,412,7,NA,41,-3782.945,7647.889,7812.751,7682.649,7657.19710810811,"b1_female_aehplus_pulmonary_global_fev_mmse.out"," satsa.dat",-0.019,0.047,0.681,0.001,0.001,0.1,0.001,0.007,0.863,0.007,0.004,0.087,0.062,0.02,0.002,0.087,0.01,0,0,0,0,-0.001,0.001,0.261,0.057,0.002,0,0.78,0.228,0.001,0.037,0.004,0,0.059,0.018,0.001,3.133,0.078,0,1.801,0.035,0,-0.028,0.003,0,28.058,0.137,0,-0.289,0.026,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:35 PM","satsa","b1","female","aehplus","pulmonary","knowledge","fev","anal",TRUE,408,7,NA,41,-3831.096,7744.192,7908.654,7778.554,7753.60183606557,"b1_female_aehplus_pulmonary_knowledge_fev_anal.out"," satsa.dat",0.192,0.074,0.009,0,0,0.361,-0.003,0.006,0.559,-0.003,0.005,0.605,0.01,0.023,0.656,0.086,0.01,0,0,0,0,-0.001,0.001,0.211,0.057,0.002,0,6.419,0.82,0,0.014,0.005,0.003,-0.065,0.053,0.218,5.152,0.265,0,1.798,0.034,0,-0.025,0.003,0,13.141,0.3,0,-0.118,0.026,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:35 PM","satsa","b1","female","aehplus","pulmonary","knowledge","fev","info",TRUE,411,7,NA,41,-5034.711,10151.421,10316.184,10186.082,10160.7543333333,"b1_female_aehplus_pulmonary_knowledge_fev_info.out"," satsa.dat",0.064,0.144,0.656,0.001,0.001,0.053,-0.007,0.011,0.543,-0.004,0.012,0.76,0.086,0.031,0.006,0.087,0.01,0,0,0,0,-0.001,0.001,0.151,0.057,0.001,0,45.657,4.246,0,0.1,0.016,0,-0.651,0.234,0.005,11.473,0.49,0,1.8,0.035,0,-0.026,0.003,0,27.862,0.569,0,-0.282,0.046,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:36 PM","satsa","b1","female","aehplus","pulmonary","knowledge","fev","synon",TRUE,410,7,NA,41,-4125.436,8332.871,8497.534,8367.433,8342.22969565217,"b1_female_aehplus_pulmonary_knowledge_fev_synon.out"," satsa.dat",0.225,0.094,0.017,0,0,0.2,0,0.006,0.958,-0.012,0.008,0.141,0.039,0.023,0.093,0.086,0.01,0,0,0,0,-0.001,0.001,0.19,0.057,0.001,0,18.463,1.739,0,0.011,0.004,0.006,-0.053,0.071,0.453,4.438,0.239,0,1.797,0.035,0,-0.025,0.003,0,17.713,0.34,0,-0.124,0.02,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:10 PM","satsa","b1","female","aehplus","pulmonary","memory","fev","digitsforward",TRUE,410,7,NA,41,-2500.429,5082.859,5247.521,5117.421,5092.21769565217,"b1_female_aehplus_pulmonary_memory_fev_digitsforward.out"," satsa.dat",0.019,0.024,0.436,0,0,0.91,0,0.002,0.865,0.001,0.002,0.621,0.014,0.007,0.063,0.086,0.01,0,0,0,0,-0.001,0.001,0.212,0.057,0.002,0,0.696,0.096,0,0,0,0.75,-0.002,0.005,0.617,0.616,0.032,0,1.8,0.034,0,-0.025,0.003,0,5.552,0.096,0,-0.028,0.007,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:33 PM","satsa","b1","female","aehplus","pulmonary","memory","fev","figurememory",TRUE,410,7,NA,41,-4196.618,8475.237,8639.899,8509.799,8484.59569565217,"b1_female_aehplus_pulmonary_memory_fev_figurememory.out"," satsa.dat",0.095,0.083,0.255,0,0,0.293,-0.001,0.007,0.86,-0.004,0.007,0.624,0.036,0.027,0.196,0.086,0.01,0,0,0,0,-0.001,0.001,0.192,0.057,0.001,0,11.068,1.25,0,0.016,0.005,0.003,-0.141,0.076,0.064,6.912,0.344,0,1.798,0.034,0,-0.025,0.003,0,20.455,0.338,0,-0.178,0.028,0
"Mplus VERSION 7.3 (Mac)","0.1","06/15/2015"," 9:58 PM","satsa","b1","female","aehplus","pulmonary","reasoning","fev","block",TRUE,409,7,NA,41,-4791.073,9664.147,9828.709,9698.609,9673.53119618529,"b1_female_aehplus_pulmonary_reasoning_fev_block.out"," satsa.dat",0.387,0.155,0.013,0,0.001,0.615,0.001,0.01,0.926,0.012,0.011,0.256,0.063,0.031,0.042,0.087,0.01,0,0,0,0,-0.001,0.001,0.183,0.057,0.001,0,35.244,3.605,0,0.033,0.007,0,-0.376,0.139,0.007,11.214,0.289,0,1.798,0.034,0,-0.026,0.003,0,16.523,0.525,0,-0.364,0.035,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:38 PM","satsa","b1","female","aehplus","pulmonary","speed","fev","symbol",TRUE,409,7,NA,41,-5294.01,10670.02,10834.583,10704.482,10679.4041961853,"b1_female_aehplus_pulmonary_speed_fev_symbol.out"," satsa.dat",0.234,0.208,0.261,-0.001,0.001,0.547,0.015,0.015,0.339,0.025,0.019,0.182,0.034,0.047,0.467,0.087,0.012,0,0,0,0.002,-0.001,0.001,0.305,0.057,0.006,0,69.134,7.266,0,0.089,0.031,0.004,-0.68,0.343,0.048,27.671,2.74,0,1.801,0.026,0,-0.026,0.002,0,34.519,0.76,0,-0.828,0.054,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:26 PM","satsa","b1","female","aehplus","pulmonary","visuospatial","fev","rotations",TRUE,408,7,NA,41,-5711.535,11505.071,11669.532,11539.433,11514.4808360656,"b1_female_aehplus_pulmonary_visuospatial_fev_rotations.out"," satsa.dat",1.118,0.346,0.001,0,0.002,0.982,0.003,0.025,0.901,0.011,0.027,0.682,0.026,0.096,0.784,0.086,0.01,0,0,0,0,-0.001,0.001,0.184,0.057,0.002,0,178.32,21.476,0,0.003,0.081,0.968,0.508,1.044,0.626,113.652,5.601,0,1.798,0.035,0,-0.025,0.003,0,41.527,1.57,0,-0.965,0.113,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:51 PM","satsa","b1","female","age","muscle","global","grip","mmse",TRUE,511,7,NA,21,-9976.52,19995.039,20084.003,20017.346,19996.9285705521,"b1_female_age_muscle_global_grip_mmse.out"," satsa.dat",0.244,0.544,0.654,0.013,0.009,0.145,0.113,0.096,0.241,-0.01,0.047,0.825,0.892,0.254,0,17.51,2.324,0,0.034,0.012,0.006,-0.087,0.14,0.535,21.658,0.943,0,0.76,0.2,0,0.046,0.004,0,0.051,0.018,0.005,3.128,0.075,0,21.016,0.325,0,-0.571,0.035,0,28.097,0.101,0,-0.27,0.022,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:43 PM","satsa","b1","female","age","muscle","knowledge","grip","anal",TRUE,508,7,NA,21,-10003.983,20049.967,20138.807,20072.15,20051.8682345679,"b1_female_age_muscle_knowledge_grip_anal.out"," satsa.dat",1.111,0.945,0.239,0.008,0.005,0.088,0.105,0.075,0.161,0.054,0.068,0.422,1.184,0.364,0.001,17.473,2.321,0,0.03,0.011,0.008,-0.067,0.139,0.632,21.663,0.928,0,7.781,0.8,0,0.015,0.004,0,-0.03,0.048,0.529,5.132,0.224,0,21.024,0.324,0,-0.569,0.032,0,13.719,0.231,0,-0.096,0.019,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:18 PM","satsa","b1","female","age","muscle","knowledge","grip","info",TRUE,510,7,NA,21,-11516.051,23074.102,23163.024,23096.367,23075.9954426229,"b1_female_age_muscle_knowledge_grip_info.out"," satsa.dat",4.327,2.312,0.061,0.036,0.013,0.004,-0.004,0.161,0.98,-0.096,0.212,0.651,0.959,0.493,0.052,17.519,2.32,0,0.034,0.012,0.006,-0.088,0.14,0.529,21.632,0.929,0,57.219,4.603,0,0.112,0.015,0,-0.594,0.228,0.009,10.923,0.404,0,21.036,0.326,0,-0.582,0.034,0,29.024,0.458,0,-0.311,0.031,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:29 PM","satsa","b1","female","age","muscle","knowledge","grip","synon",TRUE,508,7,NA,21,-10426.175,20894.351,20983.191,20916.534,20896.2522345679,"b1_female_age_muscle_knowledge_grip_synon.out"," satsa.dat",3.018,1.487,0.042,0.007,0.005,0.203,0.025,0.073,0.731,0.011,0.124,0.927,0.636,0.357,0.075,17.586,2.329,0,0.031,0.012,0.01,-0.077,0.142,0.588,21.655,0.933,0,24.593,2.092,0,0.011,0.003,0,-0.042,0.072,0.561,4.526,0.204,0,21.037,0.324,0,-0.574,0.033,0,18.374,0.288,0,-0.109,0.016,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:08 PM","satsa","b1","female","age","muscle","speed","grip","figid",TRUE,508,7,NA,21,-11485.391,23012.782,23101.622,23034.966,23014.6832345679,"b1_female_age_muscle_speed_grip_figid.out"," satsa.dat",6.067,2.08,0.004,0.019,0.012,0.106,0.043,0.184,0.817,-0.209,0.164,0.201,-0.872,0.584,0.136,17.509,2.335,0,0.031,0.012,0.008,-0.072,0.144,0.617,21.642,0.933,0,36.275,3.468,0,0.108,0.017,0,-0.471,0.211,0.026,18.032,0.74,0,21.042,0.327,0,-0.572,0.033,0,27.975,0.401,0,-0.527,0.043,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015","12:58 PM","satsa","b1","female","age","muscle","speed","grip","symbol",TRUE,508,7,NA,21,-11782.872,23607.744,23696.585,23629.928,23609.6452345679,"b1_female_age_muscle_speed_grip_symbol.out"," satsa.dat",9.295,2.714,0.001,0.024,0.012,0.048,-0.039,0.18,0.826,-0.117,0.211,0.58,2.334,0.772,0.003,17.514,2.268,0,0.03,0.014,0.032,-0.065,0.143,0.652,21.651,1.003,0,80.632,7.054,0,0.098,0.029,0.001,-0.363,0.336,0.28,27.385,2.344,0,21.035,0.3,0,-0.574,0.031,0,35.412,0.552,0,-0.846,0.043,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:55 PM","satsa","b1","female","age","pulmonary","global","fev","mmse",TRUE,511,7,NA,21,-4688.868,9419.735,9508.699,9442.042,9421.62457055215,"b1_female_age_pulmonary_global_fev_mmse.out"," satsa.dat",-0.021,0.04,0.608,0.001,0.001,0.122,0.002,0.007,0.838,0.006,0.003,0.065,0.063,0.017,0,0.1,0.009,0,0,0,0,0,0.001,0.592,0.056,0.001,0,0.752,0.191,0,0.046,0.004,0,0.051,0.018,0.004,3.129,0.068,0,1.78,0.025,0,-0.03,0.002,0,28.103,0.099,0,-0.269,0.022,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:39 PM","satsa","b1","female","age","pulmonary","knowledge","fev","anal",TRUE,507,7,NA,21,-4724.891,9491.782,9580.581,9513.925,9493.68715463917,"b1_female_age_pulmonary_knowledge_fev_anal.out"," satsa.dat",0.259,0.075,0.001,0,0,0.275,-0.002,0.005,0.648,-0.001,0.005,0.897,0.001,0.02,0.949,0.101,0.009,0,0,0,0,0,0.001,0.472,0.056,0.001,0,7.878,0.825,0,0.015,0.004,0,-0.033,0.048,0.497,5.108,0.224,0,1.777,0.025,0,-0.028,0.002,0,13.727,0.233,0,-0.096,0.02,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:25 PM","satsa","b1","female","age","pulmonary","knowledge","fev","info",TRUE,512,7,NA,25,-8370.077,16790.155,16896.113,16816.759,16792.8298971193,"b1_female_age_pulmonary_knowledge_fev_info.out"," satsa.dat",0.265,0.154,0.086,0.002,0.001,0.021,-0.005,0.01,0.621,-0.003,0.012,0.775,0.088,0.027,0.001,0.102,0.009,0,0,0,0,0,0.001,0.385,0.056,0.001,0,57.327,4.67,0,0.11,0.015,0,-0.582,0.223,0.009,10.944,0.406,0,1.777,0.026,0,-0.029,0.003,0,29.029,0.478,0,-0.309,0.03,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:34 PM","satsa","b1","female","age","pulmonary","knowledge","fev","synon",TRUE,509,7,NA,21,-5134.44,10310.879,10399.761,10333.104,10312.7763305955,"b1_female_age_pulmonary_knowledge_fev_synon.out"," satsa.dat",0.362,0.106,0.001,0,0,0.301,0.001,0.005,0.889,-0.01,0.007,0.174,0.036,0.019,0.054,0.102,0.009,0,0,0,0,0,0.001,0.437,0.056,0.001,0,24.706,2.113,0,0.011,0.003,0.001,-0.044,0.074,0.556,4.519,0.211,0,1.775,0.025,0,-0.027,0.002,0,18.365,0.286,0,-0.108,0.016,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:13 PM","satsa","b1","female","age","pulmonary","speed","fev","figid",TRUE,509,7,NA,21,-6194.025,12430.051,12518.932,12452.276,12431.9483305955,"b1_female_age_pulmonary_speed_fev_figid.out"," satsa.dat",0.256,0.126,0.041,0.001,0.001,0.207,0.018,0.009,0.053,0.005,0.009,0.586,-0.036,0.032,0.256,0.102,0.01,0,0,0,0,0,0.001,0.429,0.056,0.001,0,36.509,3.479,0,0.109,0.018,0,-0.518,0.208,0.013,18.061,0.76,0,1.779,0.025,0,-0.028,0.003,0,27.989,0.405,0,-0.526,0.042,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015","12:58 PM","satsa","b1","female","age","pulmonary","speed","fev","symbol",TRUE,508,7,NA,21,-6503.199,13048.397,13137.237,13070.581,13050.2982345679,"b1_female_age_pulmonary_speed_fev_symbol.out"," satsa.dat",0.422,0.207,0.042,0,0.001,0.949,0.018,0.014,0.188,0.021,0.018,0.241,0.04,0.042,0.34,0.102,0.012,0,0,0,0,0,0.001,0.548,0.056,0.005,0,80.959,7.116,0,0.096,0.028,0.001,-0.378,0.331,0.254,27.468,2.325,0,1.78,0.019,0,-0.029,0.002,0,35.417,0.551,0,-0.85,0.042,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:12 PM","satsa","b1","male","0","pulmonary","executive","fev","digitsback",TRUE,347,7,NA,23,-5593.768,11233.536,11322.071,11249.108,11236.9539566563,"b1_male_0_pulmonary_executive_fev_digitsback.out"," satsa.dat",0.26,0.053,0,0,0,0.977,0.005,0.004,0.245,-0.001,0.003,0.819,-0.005,0.01,0.604,NA,NA,NA,NA,NA,NA,0,0.002,0.836,0.093,0.003,0,NA,NA,NA,NA,NA,NA,0.006,0.006,0.253,0.92,0.036,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:41 PM","satsa","b1","male","0","pulmonary","knowledge","fev","analogies",TRUE,347,7,NA,23,-6659.093,13364.187,13452.721,13379.758,13367.6049566563,"b1_male_0_pulmonary_knowledge_fev_analogies.out"," satsa.dat",1.057,0.237,0,0,0.001,0.718,0.022,0.011,0.045,0.001,0.01,0.897,0.049,0.033,0.136,NA,NA,NA,NA,NA,NA,0.001,0.002,0.817,0.093,0.003,0,NA,NA,NA,NA,NA,NA,0.022,0.081,0.781,5.566,0.288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
