"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:28 PM","hrs","b1","female","age","walking","memory","gait","immediaterecall",TRUE,370,5,NA,20,-3551.206,7142.412,7220.682,7157.229,7144.81887679083,"b1_female_age_walking_memory_gait_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.048,0.05,0.339,0.001,0.007,0.94,-0.001,0.022,0.953,0,0.066,0.997,0.014,0.011,0.187,0.002,0.006,0.665,0,0.001,0.945,0,0.003,0.968,0.635,0.031,0,1.285,0.138,0,0.021,0.005,0,-0.048,0.018,0.007,0.635,0.031,0,0.841,0.016,0,-0.019,0.005,0,5.671,0.088,0,-0.086,0.013,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:29 PM","hrs","b1","female","age","walking","mental","gait","serial7",TRUE,370,5,NA,20,-4272.483,8584.966,8663.236,8599.783,8587.37287679083,"b1_female_age_walking_mental_gait_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.059,0.225,0.793,0.001,0.005,0.907,0.005,0.037,0.891,-0.004,0.058,0.951,0.027,0.015,0.067,0.004,0.008,0.611,0,0.001,0.94,0,0.002,0.946,0.724,0.033,0,2.232,0.175,0,0.045,0.004,0,-0.125,0.022,0,0.724,0.033,0,0.845,0.016,0,-0.022,0.008,0.005,3.537,0.116,0,-0.118,0.017,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:30 PM","hrs","b1","female","age","walking","mental","gait","tics",TRUE,370,5,NA,20,-2989.657,6019.314,6097.584,6034.131,6021.72087679083,"b1_female_age_walking_mental_gait_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.025,0.051,0.622,0.002,0.001,0.114,-0.001,0.013,0.968,0.005,0.002,0.017,0.013,0.008,0.095,0.001,0.005,0.761,0,0.001,0.845,0,0.001,0.924,0.365,0.025,0,0.653,0.125,0,0.037,0.01,0,0.008,0.016,0.621,0.365,0.025,0,0.843,0.016,0,-0.018,0.004,0,9.656,0.056,0,-0.07,0.014,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:51 PM","hrs","b1","male","aeh","muscle","memory","hand","delayedrecall",TRUE,507,5,NA,28,-11482.981,23021.962,23140.361,23051.485,23025.3594895397,"b1_male_aeh_muscle_memory_hand_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",-0.009,6.552,0.999,-0.006,0.22,0.979,0.1,1.206,0.934,0.081,1.088,0.941,-0.498,0.311,0.11,202.258,154.659,0.191,7.179,5.8,0.216,-34.447,31.2,0.27,23.373,15.503,0.132,0.021,2.16,0.992,0.001,0.224,0.997,-0.002,0.449,0.997,23.373,15.503,0.132,35.226,1.303,0,-0.795,0.231,0.001,2.752,0.191,0,-0.049,0.033,0.137
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:55 PM","hrs","b1","male","aeh","muscle","memory","hand","immediaterecall",TRUE,507,5,NA,28,-11457.895,22971.789,23090.188,23001.312,22975.1864895397,"b1_male_aeh_muscle_memory_hand_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",-0.529,7.078,0.94,-0.024,0.202,0.905,0.196,1.174,0.868,0.178,1.091,0.87,-0.464,0.287,0.106,202.669,154.911,0.191,7.211,5.812,0.215,-34.514,31.24,0.269,22.724,15.091,0.132,0.022,2.25,0.992,0.001,0.2,0.996,-0.002,0.389,0.995,22.724,15.091,0.132,35.228,1.303,0,-0.798,0.23,0.001,4.14,0.166,0,-0.102,0.032,0.001
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:00 PM","hrs","b1","male","aeh","muscle","mental","hand","serial7",TRUE,507,5,NA,28,-12411.551,24879.103,24997.501,24908.626,24882.5004895397,"b1_male_aeh_muscle_mental_hand_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.845,3.639,0.816,0.006,0.183,0.972,0.141,0.731,0.847,-0.19,0.739,0.797,0.01,0.043,0.814,203.749,155.319,0.19,7.296,5.839,0.211,-34.688,31.366,0.269,21.092,14.304,0.14,0.019,1.861,0.992,0.001,0.22,0.995,-0.002,0.507,0.996,21.092,14.304,0.14,35.239,1.294,0,-0.811,0.222,0,3.249,0.207,0,-0.244,0.033,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:01 PM","hrs","b1","male","aeh","muscle","mental","hand","tics",TRUE,507,5,NA,28,-10639.832,21335.665,21454.063,21365.188,21339.0624895397,"b1_male_aeh_muscle_mental_hand_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.064,1.97,0.974,0.046,0.072,0.522,-0.072,0.565,0.898,-0.03,0.493,0.951,-0.304,0.468,0.516,199.663,152.756,0.191,6.987,5.684,0.219,-34.005,30.829,0.27,27.231,18.369,0.138,0.021,2.854,0.994,0.002,0.245,0.993,-0.004,0.462,0.993,27.231,18.369,0.138,35.219,1.306,0,-0.786,0.236,0.001,8.785,0.209,0,-0.223,0.059,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:04 PM","hrs","b1","male","aeh","pulmonary","memory","peak","delayedrecall",TRUE,535,5,NA,28,-18284.169,36624.337,36744.241,36655.36,36627.546486166,"b1_male_aeh_pulmonary_memory_peak_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",11.896,688.366,0.986,0.097,15.647,0.995,1.662,201.607,0.993,1.46,58.596,0.98,0.33,0.583,0.571,12248.068,800.664,0,426.895,61.262,0,-634.566,129.75,0,414.769,32.891,0,0.241,6.439,0.97,0.011,0.447,0.98,-0.035,0.96,0.971,414.769,32.891,0,320.44,13.768,0,-6.434,3.049,0.035,2.787,0.184,0,-0.055,0.043,0.203
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:05 PM","hrs","b1","male","aeh","pulmonary","memory","peak","immediaterecall",TRUE,535,5,NA,28,-18301.833,36659.667,36779.57,36690.689,36662.876486166,"b1_male_aeh_pulmonary_memory_peak_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",18.969,839.594,0.982,0.1,18.997,0.996,0.782,250.551,0.998,1.113,61.753,0.986,1.182,0.526,0.025,12249.556,799.471,0,427.664,61.317,0,-635.319,129.857,0,413.275,32.769,0,0.253,6.875,0.971,0.011,0.439,0.98,-0.034,1,0.973,413.275,32.769,0,320.439,13.744,0,-6.434,3.051,0.035,4.13,0.167,0,-0.108,0.049,0.027
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:06 PM","hrs","b1","male","aeh","pulmonary","mental","peak","serial7",TRUE,535,5,NA,28,-19832.675,39721.35,39841.254,39752.373,39724.559486166,"b1_male_aeh_pulmonary_mental_peak_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",10.395,897.185,0.991,0.389,46.513,0.993,3.329,184.837,0.986,1.191,219.905,0.996,-0.373,0.364,0.306,12303.092,801.014,0,455.941,64.124,0,-662.276,132.671,0,358.474,28.68,0,0.194,5.353,0.971,0.009,0.415,0.983,-0.023,0.863,0.979,358.474,28.68,0,320.419,13.749,0,-6.409,3.128,0.04,3.103,0.209,0,-0.234,0.034,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:09 PM","hrs","b1","male","aeh","pulmonary","mental","peak","tics",TRUE,535,5,NA,28,-16879.881,33815.761,33935.665,33846.784,33818.970486166,"b1_male_aeh_pulmonary_mental_peak_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",7.363,14.164,0.603,0.011,6.81,0.999,1.428,162.22,0.993,1.477,44.446,0.973,0.223,1.902,0.907,12181.499,800.158,0,393.125,58.363,0,-602.068,126.561,0,484.353,38.127,0,0.304,7.146,0.966,0.014,0.512,0.978,-0.046,1.056,0.965,484.353,38.127,0,320.47,13.753,0,-6.472,2.974,0.03,8.746,0.231,0,-0.235,0.067,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:10 PM","hrs","b1","male","aeh","walking","memory","gait","delayedrecall",TRUE,318,5,NA,28,-3116.964,6289.927,6395.265,6306.455,6295.54637716263,"b1_male_aeh_walking_memory_gait_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.017,0.232,0.942,0,0.017,0.998,0.001,0.037,0.973,0.007,0.104,0.945,0.007,0.013,0.618,0.001,0.007,0.875,0,0.001,0.926,0,0.002,0.986,0.733,0.037,0,1.528,0.168,0,0.019,0.005,0,-0.059,0.022,0.008,0.733,0.037,0,0.828,0.036,0,-0.02,0.011,0.081,3.171,0.252,0,-0.094,0.047,0.045
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:11 PM","hrs","b1","male","aeh","walking","memory","gait","immediaterecall",TRUE,318,5,NA,28,-2857.007,5770.014,5875.351,5786.541,5775.63337716263,"b1_male_aeh_walking_memory_gait_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.033,0.143,0.818,0,0.006,0.975,0,0.031,0.991,0.002,0.03,0.948,0.009,0.011,0.391,0.002,0.009,0.853,0,0,0.881,0,0.002,0.988,0.575,0.032,0,1.073,0.112,0,0.022,0.004,0,-0.069,0.017,0,0.575,0.032,0,0.829,0.036,0,-0.021,0.01,0.037,4.318,0.204,0,-0.077,0.044,0.08
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:11 PM","hrs","b1","male","aeh","walking","mental","gait","serial7",TRUE,318,5,NA,28,-3614.279,7284.557,7389.895,7301.085,7290.17637716263,"b1_male_aeh_walking_mental_gait_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.041,0.185,0.823,0.003,0.005,0.561,0,0.032,0.995,-0.003,0.016,0.852,0.044,0.026,0.09,0.002,0.011,0.851,0,0.001,0.844,0,0.002,0.968,0.714,0.034,0,1.32,0.158,0,0.056,0.005,0,-0.092,0.019,0,0.714,0.034,0,0.837,0.037,0,-0.029,0.011,0.007,3.157,0.272,0,-0.151,0.049,0.002
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:12 PM","hrs","b1","male","aeh","walking","mental","gait","tics",TRUE,318,5,NA,28,-2273.953,4603.906,4709.243,4620.433,4609.52537716263,"b1_male_aeh_walking_mental_gait_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.014,0.045,0.752,0,0.003,0.851,0.001,0.013,0.929,0,0.009,0.971,0.013,0.01,0.175,0.001,0.005,0.812,0,0,0.834,0,0.001,0.969,0.325,0.024,0,0.268,0.056,0,0.026,0.005,0,0,0.011,0.984,0.325,0.024,0,0.83,0.036,0,-0.021,0.01,0.032,9.289,0.162,0,-0.125,0.034,0
"Mplus VERSION 7.11","0.1","07/15/2015","12:46 PM","hrs","b1","male","aehplus","muscle","memory","hand","delayedrecall",TRUE,507,5,NA,40,-11474.805,23029.611,23198.751,23071.787,23036.6496266094,"b1_male_aehplus_muscle_memory_hand_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",-0.106,6.357,0.987,-0.01,0.231,0.967,0.12,1.19,0.919,0.077,1.134,0.946,-0.522,0.328,0.111,201.444,153.82,0.19,7.132,5.734,0.214,-34.376,30.935,0.266,23.335,15.476,0.132,0.018,2.152,0.993,0.001,0.223,0.997,-0.002,0.445,0.996,23.335,15.476,0.132,35.242,1.11,0,-0.551,0.217,0.011,2.985,0.197,0,-0.054,0.035,0.121
"Mplus VERSION 7.11","0.1","07/15/2015","12:50 PM","hrs","b1","male","aehplus","muscle","memory","hand","immediaterecall",TRUE,507,5,NA,40,-11450.017,22980.034,23149.174,23022.209,22987.0726266094,"b1_male_aehplus_muscle_memory_hand_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",-0.596,6.503,0.927,-0.025,0.201,0.901,0.202,1.09,0.853,0.171,1.079,0.874,-0.479,0.298,0.109,201.85,154.057,0.19,7.164,5.745,0.212,-34.442,30.974,0.266,22.692,15.068,0.132,0.02,2.239,0.993,0.001,0.2,0.996,-0.003,0.388,0.995,22.692,15.068,0.132,35.243,1.11,0,-0.552,0.217,0.011,4.332,0.171,0,-0.107,0.031,0.001
"Mplus VERSION 7.11","0.1","07/15/2015","12:54 PM","hrs","b1","male","aehplus","muscle","mental","hand","serial7",TRUE,507,5,NA,40,-12402.588,24885.176,25054.317,24927.352,24892.2146266094,"b1_male_aehplus_muscle_mental_hand_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.829,3.614,0.819,0.002,0.188,0.993,0.138,0.722,0.848,-0.18,0.744,0.809,0.013,0.041,0.748,202.939,154.475,0.189,7.248,5.773,0.209,-34.618,31.098,0.266,21.052,14.265,0.14,0.018,1.851,0.992,0.001,0.218,0.996,-0.002,0.498,0.996,21.052,14.265,0.14,35.249,1.107,0,-0.56,0.218,0.01,3.266,0.217,0,-0.195,0.036,0
"Mplus VERSION 7.11","0.1","07/15/2015","12:57 PM","hrs","b1","male","aehplus","muscle","mental","hand","tics",TRUE,507,5,NA,40,-10628.228,21336.457,21505.597,21378.633,21343.4956266094,"b1_male_aehplus_muscle_mental_hand_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",-0.011,1.718,0.995,0.028,0.08,0.721,-0.01,0.451,0.983,-0.013,0.473,0.978,-0.288,0.439,0.512,198.917,151.911,0.19,6.946,5.62,0.216,-33.948,30.569,0.267,27.097,18.238,0.137,0.021,2.829,0.994,0.002,0.245,0.994,-0.004,0.463,0.993,27.097,18.238,0.137,35.24,1.112,0,-0.549,0.219,0.012,8.73,0.234,0,-0.144,0.058,0.012
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:00 PM","hrs","b1","male","aehplus","pulmonary","memory","peak","delayedrecall",TRUE,535,5,NA,40,-18275.411,36630.821,36802.112,36675.139,36637.4606761134,"b1_male_aehplus_pulmonary_memory_peak_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",10.492,594.085,0.986,0.104,7.307,0.989,1.433,108.399,0.989,1.423,37.563,0.97,0.315,0.577,0.585,11890.916,755.252,0,425.105,61.668,0,-631.073,125.645,0,414.922,32.934,0,0.238,6.461,0.971,0.011,0.442,0.98,-0.035,0.968,0.971,414.922,32.934,0,339.427,14.452,0,-5.932,3.403,0.081,3.001,0.195,0,-0.056,0.034,0.095
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:03 PM","hrs","b1","male","aehplus","pulmonary","memory","peak","immediaterecall",TRUE,535,5,NA,40,-18293.092,36666.184,36837.474,36710.501,36672.8236761134,"b1_male_aehplus_pulmonary_memory_peak_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",17.286,699.596,0.98,0.094,6.592,0.989,0.651,121.287,0.996,1.139,29.519,0.969,1.165,0.48,0.015,11892.388,754.753,0,425.878,61.723,0,-631.819,125.753,0,413.431,32.817,0,0.248,6.755,0.971,0.011,0.438,0.98,-0.034,0.976,0.972,413.431,32.817,0,339.428,14.447,0,-5.933,3.405,0.081,4.292,0.166,0,-0.105,0.031,0.001
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:08 PM","hrs","b1","male","aehplus","pulmonary","mental","peak","serial7",TRUE,535,5,NA,40,-19823.961,39727.922,39899.212,39772.239,39734.5616761134,"b1_male_aehplus_pulmonary_mental_peak_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",10.972,867.88,0.99,0.392,46.544,0.993,2.753,178.703,0.988,1.159,219.27,0.996,-0.369,0.365,0.311,11945.695,755.896,0,454.448,64.436,0,-658.725,128.463,0,358.55,28.707,0,0.196,5.393,0.971,0.009,0.41,0.983,-0.023,0.857,0.978,358.55,28.707,0,339.459,14.452,0,-5.972,3.486,0.087,3.127,0.221,0,-0.192,0.036,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:11 PM","hrs","b1","male","aehplus","pulmonary","mental","peak","tics",TRUE,535,5,NA,40,-16870.79,33821.58,33992.871,33865.898,33828.2196761134,"b1_male_aehplus_pulmonary_mental_peak_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",7.212,8.849,0.415,0.021,4.909,0.997,0.362,101.716,0.997,1.507,35.893,0.967,0.275,1.587,0.863,11824.729,754.754,0,390.98,58.795,0,-598.683,122.527,0,484.538,38.201,0,0.304,7.188,0.966,0.014,0.509,0.978,-0.047,1.062,0.964,484.538,38.201,0,339.392,14.451,0,-5.887,3.315,0.076,8.7,0.258,0,-0.153,0.058,0.008
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:15 PM","hrs","b1","male","aehplus","walking","memory","gait","delayedrecall",TRUE,318,5,NA,40,-3112.582,6305.163,6455.645,6328.774,6317.00415523466,"b1_male_aehplus_walking_memory_gait_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.012,0.23,0.957,0,0.017,0.996,0.001,0.037,0.968,0.007,0.106,0.95,0.004,0.013,0.75,0.001,0.007,0.881,0,0.001,0.927,0,0.002,0.978,0.732,0.037,0,1.487,0.17,0,0.019,0.005,0,-0.056,0.022,0.012,0.732,0.037,0,0.856,0.036,0,-0.018,0.011,0.114,3.366,0.269,0,-0.108,0.045,0.016
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:17 PM","hrs","b1","male","aehplus","walking","memory","gait","immediaterecall",TRUE,318,5,NA,40,-2851.076,5782.151,5932.633,5805.762,5793.99215523466,"b1_male_aehplus_walking_memory_gait_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.029,0.154,0.851,0,0.014,0.994,0,0.031,0.992,0.002,0.048,0.964,0.008,0.013,0.513,0.002,0.008,0.857,0,0.001,0.947,0,0.002,0.983,0.575,0.029,0,1.05,0.115,0,0.021,0.004,0,-0.067,0.017,0,0.575,0.029,0,0.857,0.037,0,-0.019,0.013,0.142,4.427,0.211,0,-0.067,0.042,0.11
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:19 PM","hrs","b1","male","aehplus","walking","mental","gait","serial7",TRUE,318,5,NA,40,-3605.303,7290.606,7441.088,7314.217,7302.44715523466,"b1_male_aehplus_walking_mental_gait_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.042,0.192,0.825,0.003,0.005,0.57,-0.001,0.031,0.971,-0.002,0.017,0.886,0.053,0.028,0.058,0.002,0.012,0.857,0,0.001,0.844,0,0.002,0.953,0.714,0.034,0,1.296,0.156,0,0.053,0.005,0,-0.084,0.019,0,0.714,0.034,0,0.864,0.038,0,-0.025,0.011,0.029,3.136,0.278,0,-0.112,0.05,0.024
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:21 PM","hrs","b1","male","aehplus","walking","mental","gait","tics",TRUE,318,5,NA,40,-2269.564,4619.128,4769.61,4642.738,4630.96915523466,"b1_male_aehplus_walking_mental_gait_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.013,0.045,0.775,0,0.003,0.891,0.001,0.013,0.935,0,0.009,0.959,0.011,0.01,0.258,0.001,0.005,0.828,0,0,0.844,0,0.001,0.967,0.324,0.024,0,0.265,0.056,0,0.025,0.004,0,0,0.011,0.976,0.324,0.024,0,0.859,0.036,0,-0.02,0.011,0.062,9.327,0.152,0,-0.112,0.036,0.002
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:32 PM","hrs","b1","male","age","muscle","memory","hand","delayedrecall",TRUE,507,5,NA,20,-11507.386,23054.771,23139.341,23075.859,23056.4993950617,"b1_male_age_muscle_memory_hand_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.279,7.557,0.971,-0.004,0.228,0.988,0.082,1.33,0.951,0.056,1.188,0.963,-0.503,0.313,0.108,205.99,155.15,0.184,7.213,5.811,0.214,-34.681,31.295,0.268,23.6,15.708,0.133,0.025,2.076,0.991,0.001,0.241,0.997,-0.002,0.504,0.997,23.6,15.708,0.133,39.405,0.551,0,-0.906,0.07,0,4.024,0.07,0,-0.075,0.016,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:33 PM","hrs","b1","male","age","muscle","memory","hand","immediaterecall",TRUE,507,5,NA,20,-11480.229,23000.457,23085.027,23021.545,23002.1853950617,"b1_male_age_muscle_memory_hand_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",-0.299,8.222,0.971,-0.022,0.207,0.913,0.187,1.306,0.886,0.159,1.202,0.895,-0.461,0.284,0.105,206.43,155.428,0.184,7.247,5.822,0.213,-34.753,31.338,0.267,22.908,15.273,0.134,0.024,2.237,0.991,0.001,0.211,0.997,-0.002,0.416,0.996,22.908,15.273,0.134,39.406,0.551,0,-0.909,0.07,0,5.184,0.06,0,-0.093,0.016,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:34 PM","hrs","b1","male","age","muscle","mental","hand","serial7",TRUE,507,5,NA,20,-12434.802,24909.604,24994.174,24930.692,24911.3323950617,"b1_male_age_muscle_mental_hand_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.872,3.467,0.801,0,0.188,0.999,0.208,0.738,0.778,-0.187,0.76,0.805,0.013,0.045,0.772,207.515,155.83,0.183,7.333,5.853,0.21,-34.923,31.477,0.267,21.253,14.427,0.141,0.019,1.656,0.991,0.002,0.232,0.994,-0.002,0.639,0.997,21.253,14.427,0.141,39.42,0.534,0,-0.926,0.07,0,4.125,0.063,0,-0.194,0.012,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:35 PM","hrs","b1","male","age","muscle","mental","hand","tics",TRUE,507,5,NA,20,-10653.079,21346.157,21430.727,21367.245,21347.8853950617,"b1_male_age_muscle_mental_hand_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.617,60.562,0.992,0.056,2.001,0.978,-0.098,9.945,0.992,-0.136,12.448,0.991,-0.51,0.519,0.326,203.535,153.378,0.185,7.031,5.704,0.218,-34.267,30.96,0.268,27.269,18.419,0.139,0.024,2.864,0.993,0.002,0.289,0.993,-0.005,0.659,0.994,27.269,18.419,0.139,39.397,0.565,0,-0.896,0.202,0,9.419,0.261,0,-0.216,0.028,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:37 PM","hrs","b1","male","age","pulmonary","memory","peak","delayedrecall",TRUE,535,5,NA,20,-18309.066,36658.132,36743.778,36680.291,36659.7662412451,"b1_male_age_pulmonary_memory_peak_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",28.488,563.059,0.96,0.168,4.691,0.971,1.694,92.952,0.985,1.682,25.887,0.948,0.421,0.583,0.47,13288.961,885.518,0,427.691,61.198,0,-620.476,132.193,0,414.878,32.872,0,0.304,6.877,0.965,0.011,0.44,0.98,-0.032,0.974,0.974,414.878,32.872,0,405.193,5.013,0,-5.608,0.997,0,4.014,0.084,0,-0.082,0.047,0.082
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:38 PM","hrs","b1","male","age","pulmonary","memory","peak","immediaterecall",TRUE,535,5,NA,20,-18326.603,36693.207,36778.852,36715.366,36694.8412412451,"b1_male_age_pulmonary_memory_peak_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",33.012,653.479,0.96,0.178,4.095,0.965,1.233,111.579,0.991,1.29,16.942,0.939,1.278,0.477,0.007,13290.511,884.765,0,428.486,61.268,0,-621.267,132.28,0,413.342,32.753,0,0.316,7.317,0.966,0.011,0.437,0.98,-0.031,0.995,0.975,413.342,32.753,0,405.194,5.016,0,-5.609,0.998,0,5.175,0.079,0,-0.102,0.049,0.038
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:39 PM","hrs","b1","male","age","pulmonary","mental","peak","serial7",TRUE,535,5,NA,20,-19857.53,39755.06,39840.706,39777.219,39756.6942412451,"b1_male_age_pulmonary_mental_peak_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",24.342,882.899,0.978,0.389,46.008,0.993,3.633,182.564,0.984,1.436,215.999,0.995,-0.293,0.365,0.422,13344.725,887.337,0,456.666,64.216,0,-648.614,135.22,0,358.571,28.681,0,0.24,6.184,0.969,0.009,0.411,0.982,-0.018,0.847,0.983,358.571,28.681,0,405.244,5.019,0,-5.671,1.06,0,4.079,0.063,0,-0.192,0.012,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:40 PM","hrs","b1","male","age","pulmonary","mental","peak","tics",TRUE,535,5,NA,20,-16904.324,33848.648,33934.293,33870.807,33850.2822412451,"b1_male_age_pulmonary_mental_peak_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",16.183,10.776,0.133,0.065,4.109,0.987,1.448,70.986,0.984,1.569,34.662,0.964,0.396,1.379,0.774,13221.806,885.561,0,394.15,58.312,0,-587.627,128.893,0,484.223,38.078,0,0.325,7.116,0.964,0.014,0.507,0.978,-0.045,1.051,0.966,484.223,38.078,0,405.135,5.005,0,-5.535,0.976,0,9.368,0.087,0,-0.217,0.071,0.002
