software,version,date,time,output_file,data_file,file_path,study_name,model_number,subgroup,model_type,subject_count,wave_count,datapoint_count,parameter_count,ll,aic,bic,adj_bic,aaic,has_converged,trust_all,mistrust,covar_covered,ab_tau_00_est,ab_tau_00_se,ab_tau_00_wald,ab_tau_00_pval,ab_tau_11_est,ab_tau_11_se,ab_tau_11_wald,ab_tau_11_pval,ab_tau_01_est,ab_tau_01_se,ab_tau_01_wald,ab_tau_01_pval,ab_tau_10_est,ab_tau_10_se,ab_tau_10_wald,ab_tau_10_pval,ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_wald,ab_sigma_00_pval,aa_tau_00_est,aa_tau_00_se,aa_tau_00_wald,aa_tau_00_pval,aa_tau_11_est,aa_tau_11_se,aa_tau_11_wald,aa_tau_11_pval,aa_tau_01_est,aa_tau_01_se,aa_tau_01_wald,aa_tau_01_pval,a_sigma_00_est,a_sigma_00_se,a_sigma_00_wald,a_sigma_00_pval,bb_tau_00_est,bb_tau_00_se,bb_tau_00_wald,bb_tau_00_pval,bb_tau_11_est,bb_tau_11_se,bb_tau_11_wald,bb_tau_11_pval,bb_tau_10_est,bb_tau_10_se,bb_tau_10_wald,bb_tau_10_pval,b_sigma_00_est,b_sigma_00_se,b_sigma_00_wald,b_sigma_00_pval,a_gamma_00_est,a_gamma_00_se,a_gamma_00_wald,a_gamma_00_pval,a_gamma_10_est,a_gamma_10_se,a_gamma_10_wald,a_gamma_10_pval,b_gamma_00_est,b_gamma_00_se,b_gamma_00_wald,b_gamma_00_pval,b_gamma_10_est,b_gamma_10_se,b_gamma_10_wald,b_gamma_10_pval,er_tau_00_est,er_tau_00_se,er_tau_00_wald,er_tau_00_pval,er_tau_11_est,er_tau_11_se,er_tau_11_wald,er_tau_11_pval,er_sigma_00_est,er_sigma_00_se,er_sigma_00_wald,er_sigma_00_pval,a_gamma_01_est,a_gamma_01_se,a_gamma_01_wald,a_gamma_01_pval,a_gamma_11_est,a_gamma_11_se,a_gamma_11_wald,a_gamma_11_pval,b_gamma_01_est,b_gamma_01_se,b_gamma_01_wald,b_gamma_01_pval,b_gamma_11_est,b_gamma_11_se,b_gamma_11_wald,b_gamma_11_pval,a_gamma_02_est,a_gamma_02_se,a_gamma_02_wald,a_gamma_02_pval,a_gamma_12_est,a_gamma_12_se,a_gamma_12_wald,a_gamma_12_pval,b_gamma_02_est,b_gamma_02_se,b_gamma_02_wald,b_gamma_02_pval,b_gamma_12_est,b_gamma_12_se,b_gamma_12_wald,b_gamma_12_pval,a_gamma_03_est,a_gamma_03_se,a_gamma_03_wald,a_gamma_03_pval,a_gamma_13_est,a_gamma_13_se,a_gamma_13_wald,a_gamma_13_pval,b_gamma_03_est,b_gamma_03_se,b_gamma_03_wald,b_gamma_03_pval,b_gamma_13_est,b_gamma_13_se,b_gamma_13_wald,b_gamma_13_pval,a_gamma_04_est,a_gamma_04_se,a_gamma_04_wald,a_gamma_04_pval,a_gamma_14_est,a_gamma_14_se,a_gamma_14_wald,a_gamma_14_pval,b_gamma_04_est,b_gamma_04_se,b_gamma_04_wald,b_gamma_04_pval,b_gamma_14_est,b_gamma_14_se,b_gamma_14_wald,b_gamma_14_pval,a_gamma_05_est,a_gamma_05_se,a_gamma_05_wald,a_gamma_05_pval,a_gamma_15_est,a_gamma_15_se,a_gamma_15_wald,a_gamma_15_pval,b_gamma_05_est,b_gamma_05_se,b_gamma_05_wald,b_gamma_05_pval,b_gamma_15_est,b_gamma_15_se,b_gamma_15_wald,b_gamma_15_pval,a_gamma_06_est,a_gamma_06_se,a_gamma_06_wald,a_gamma_06_pval,a_gamma_16_est,a_gamma_16_se,a_gamma_16_wald,a_gamma_16_pval,b_gamma_06_est,b_gamma_06_se,b_gamma_06_wald,b_gamma_06_pval,b_gamma_16_est,b_gamma_16_se,b_gamma_16_wald,b_gamma_16_pval,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
Mplus VERSION 7.11,0.1,10/19/2015, 2:57 PM,b1_male_age_tug_reasoning_tug_waispicturecompletion.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_age_tug_reasoning_tug_waispicturecompletion.out,ilse,b1,male,a,253,3,NA,23,-2403.646,4853.293,4934.561,4861.647,4858.11396069869,TRUE,TRUE,NA,0,-0.518,0.416,-1.246,0.213,0.001,0.007,0.116,0.908,-0.062,0.048,-1.291,0.197,-0.017,0.087,-0.191,0.848,-0.091,0.249,-0.364,0.716,0.605,0.387,1.565,0.117,0.003,0.01,0.269,0.788,-0.029,0.05,-0.567,0.571,1.004,0.297,3.376,0.001,8.582,1.207,7.11,0.0,0.025,0.011,2.251,0.024,-0.06,0.091,-0.654,0.513,3.845,0.348,11.049,0.0,5.503,0.953,5.776,0.0,0.198,0.15,1.323,0.186,11.884,1.772,6.707,0.0,-0.023,0.216,-0.108,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,0.135,0.281,0.779,-0.001,0.021,-0.066,0.947,-0.115,0.248,-0.466,0.642,-0.001,0.03,-0.037,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,piccomp,piccomp,picture completion,visual discrimination,2,-0.2273305576728205,-0.23137274202329675,-3.6583242663608644,0.8170252393953735,-0.355331748484209,-0.10741373556238447,-0.3410955036108346,-0.10700253034023187,0.11547005383792515,0.11598739919005524,1.8339218065987182,0.06666560207059409,-0.007971607270857037,0.23994640565096753,-0.007971438419175463,0.2354451267992949,-0.046315500746466794,-0.04634866095888846,-0.7328366756450566,0.46365804931366145,-0.17030766741980075,0.07761034550202381,-0.16867997475404145,0.07745489486060766
Mplus VERSION 7.11,0.1,10/19/2015, 2:56 PM,b1_male_age_tug_speed_tug_digitsymbolsubstitutiontest.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_age_tug_speed_tug_digitsymbolsubstitutiontest.out,ilse,b1,male,a,253,3,NA,23,-2985.603,6017.205,6098.473,6025.559,6022.02596069869,TRUE,TRUE,NA,0,-3.192,1.363,-2.341,0.019,-0.004,0.016,-0.271,0.786,-0.163,0.099,-1.641,0.101,0.032,0.235,0.136,0.892,-0.611,0.426,-1.435,0.151,0.55,0.376,1.464,0.143,0.003,0.01,0.345,0.73,-0.023,0.047,-0.487,0.626,1.063,0.291,3.657,0.0,109.814,12.281,8.942,0.0,0.183,0.054,3.393,0.001,-0.455,0.664,-0.685,0.493,15.418,1.387,11.12,0.0,5.426,0.922,5.886,0.0,0.223,0.15,1.484,0.138,38.451,5.53,6.953,0.0,-0.03,0.449,-0.066,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,0.13,0.219,0.826,0.001,0.021,0.069,0.945,-0.479,0.784,-0.612,0.541,0.06,0.063,0.954,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,symbol,symbol,substitution,perceptual speed,2,-0.4107264602961233,-0.4364847905782503,-6.901430511244372,0.6624850318966224,-0.5604437970391626,-0.312525784117338,-0.5083066378359691,-0.30273315058596484,-0.17071583991052794,-0.17240389937382053,-2.7259449975787495,0.006411768192799982,-0.2963629058347328,-0.04844489291290825,-0.2879806575286277,-0.048407029893665215,-0.1509247820328635,-0.1520866390705825,-2.4047009057149724,0.01618570673914147,-0.2760456455314948,-0.02812763260967023,-0.2692413005553573,-0.02812021710229885
Mplus VERSION 7.11,0.1,10/22/2015, 1:03 PM,u0_female_empty_tug_nocog_tug_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/u0_female_empty_tug_nocog_tug_nocogspec.out,ilse,u0,female,0,229,3,NA,3,-888.471,1782.942,1793.243,1783.735,1783.04866666667,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.873,0.289,9.944,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mplus VERSION 7.11,0.1,10/22/2015, 1:03 PM,u0_male_empty_tug_nocog_tug_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/u0_male_empty_tug_nocog_tug_nocogspec.out,ilse,u0,male,0,245,3,NA,3,-933.295,1872.59,1883.094,1873.584,1872.68958506224,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.043,0.277,10.981,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mplus VERSION 7.11,0.1,10/19/2015, 2:33 PM,u1_female_aeh_tug_nocog_tug_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/u1_female_aeh_tug_nocog_tug_nocogspec.out,ilse,u1,female,aeh,215,3,NA,12,-781.265,1586.529,1626.977,1588.951,1588.07355445545,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.347,0.548,2.458,0.014,0.001,0.009,0.155,0.877,-0.029,0.061,-0.478,0.633,1.783,0.243,7.348,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.923,1.38,3.567,0.0,0.233,0.159,1.465,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158,0.193,-0.819,0.413,0.007,0.022,0.304,0.761,NA,NA,NA,NA,NA,NA,NA,NA,-0.551,0.346,-1.592,0.111,0.053,0.051,1.03,0.303,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.025,0.069,0.945,0.0,0.003,0.085,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mplus VERSION 7.11,0.1,10/19/2015, 2:32 PM,u1_female_aehplus_tug_nocog_tug_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/u1_female_aehplus_tug_nocog_tug_nocogspec.out,ilse,u1,female,aehplus,214,3,NA,16,-773.616,1579.232,1633.088,1582.388,1581.9934213198,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.347,0.549,2.454,0.014,0.001,0.009,0.154,0.877,-0.031,0.062,-0.492,0.623,1.767,0.26,6.783,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.806,1.466,3.278,0.001,0.202,0.171,1.18,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.156,0.201,-0.775,0.438,0.002,0.023,0.106,0.915,NA,NA,NA,NA,NA,NA,NA,NA,-0.474,0.347,-1.364,0.173,0.044,0.05,0.884,0.377,NA,NA,NA,NA,NA,NA,NA,NA,0.008,0.025,0.321,0.748,0.0,0.003,-0.16,0.873,NA,NA,NA,NA,NA,NA,NA,NA,-0.228,0.35,-0.652,0.515,0.047,0.044,1.056,0.291,NA,NA,NA,NA,NA,NA,NA,NA,0.668,0.382,1.749,0.08,-0.045,0.048,-0.94,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mplus VERSION 7.11,0.1,10/19/2015, 2:31 PM,u1_female_age_tug_nocog_tug_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/u1_female_age_tug_nocog_tug_nocogspec.out,ilse,u1,female,a,217,3,NA,8,-788.442,1592.884,1619.923,1594.572,1593.57630769231,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.329,0.547,2.432,0.015,0.001,0.008,0.165,0.869,-0.028,0.058,-0.488,0.625,1.806,0.243,7.445,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.656,1.224,3.805,0.0,0.269,0.133,2.028,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,0.17,-0.997,0.319,0.009,0.019,0.48,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mplus VERSION 7.11,0.1,10/19/2015, 2:30 PM,u1_male_aeh_tug_nocog_tug_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/u1_male_aeh_tug_nocog_tug_nocogspec.out,ilse,u1,male,aeh,238,3,NA,12,-834.205,1692.409,1734.076,1696.04,1693.79566666667,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247,0.413,0.597,0.551,0.003,0.007,0.435,0.663,-0.004,0.049,-0.089,0.929,1.93,0.233,8.293,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.145,1.016,5.064,0.0,0.238,0.163,1.46,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.144,-0.135,0.892,0.004,0.022,0.198,0.843,NA,NA,NA,NA,NA,NA,NA,NA,-0.223,0.244,-0.914,0.361,0.023,0.039,0.598,0.55,NA,NA,NA,NA,NA,NA,NA,NA,-0.027,0.02,-1.347,0.178,0.001,0.003,0.256,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mplus VERSION 7.11,0.1,10/19/2015, 2:29 PM,u1_male_aehplus_tug_nocog_tug_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/u1_male_aehplus_tug_nocog_tug_nocogspec.out,ilse,u1,male,aehplus,237,3,NA,16,-825.945,1683.891,1739.38,1688.665,1686.36372727273,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206,0.416,0.496,0.62,0.003,0.008,0.42,0.675,-0.008,0.05,-0.155,0.877,1.947,0.24,8.098,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.809,1.073,4.481,0.0,0.269,0.171,1.572,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.039,0.149,-0.261,0.794,0.007,0.023,0.296,0.768,NA,NA,NA,NA,NA,NA,NA,NA,-0.205,0.247,-0.828,0.408,0.019,0.04,0.476,0.634,NA,NA,NA,NA,NA,NA,NA,NA,-0.023,0.02,-1.145,0.252,0.001,0.003,0.254,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.061,0.29,0.209,0.835,-0.024,0.04,-0.603,0.547,NA,NA,NA,NA,NA,NA,NA,NA,0.454,0.254,1.787,0.074,0.018,0.043,0.427,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mplus VERSION 7.11,0.1,10/19/2015, 2:27 PM,u1_male_age_tug_nocog_tug_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/u1_male_age_tug_nocog_tug_nocogspec.out,ilse,u1,male,a,238,3,NA,8,-837.419,1690.838,1718.616,1693.258,1691.4668209607,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,0.43,0.69,0.49,0.003,0.007,0.42,0.675,-0.005,0.049,-0.095,0.924,1.925,0.241,7.991,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.061,0.985,5.136,0.0,0.252,0.148,1.694,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009,0.138,-0.066,0.947,0.005,0.021,0.222,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tug,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mplus VERSION 7.11,0.1,10/22/2015, 1:06 PM,u0_female_empty_muscle_nocog_nophysspec_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/u0_female_empty_muscle_nocog_nophysspec_nocogspec.out,ilse,u0,female,0,238,3,NA,3,-2348.955,4703.911,4714.328,4704.819,4704.01356410256,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.292,25.987,16.673,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nophys,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mplus VERSION 7.11,0.1,10/22/2015, 1:07 PM,u0_male_empty_muscle_nocog_nophysspec_nocogspec.out, C:\Users\Besitzer\Desktop\ilse 19.10.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/u0_male_empty_muscle_nocog_nophysspec_nocogspec.out,ilse,u0,male,0,260,3,NA,3,-2514.185,5034.371,5045.053,5035.542,5034.46475,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.819,24.165,12.035,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nophys,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
